"Journal Data Filtered By:  Selected Categories: Multiple Selected Editions: SCIE;SSCI Selected JCR Year: 2003 Selected Category Schema: WOS Selected Open Access: N Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,2003 JIF,Eigenfactor
"ADVANCES IN CHROMATOGRAPHY","ADV CHROMATOGR","0065-2415","2153-991X","CHEMISTRY, ANALYTICAL - SCIE","2.2","N/A",
"MELANOMA RESEARCH","MELANOMA RES","0960-8931","1473-5636","ONCOLOGY - SCIE","2.19","N/A",
"TOPICS IN CATALYSIS","TOP CATAL","1022-5528","1572-9028","CHEMISTRY, APPLIED - SCIE","2.187","N/A",
"TOPICS IN CATALYSIS","TOP CATAL","1022-5528","1572-9028","CHEMISTRY, PHYSICAL - SCIE","2.187","N/A",
"BIOORGANIC & MEDICINAL CHEMISTRY","BIOORGAN MED CHEM","0968-0896","1464-3391","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.185","N/A",
"BIOORGANIC & MEDICINAL CHEMISTRY","BIOORGAN MED CHEM","0968-0896","1464-3391","CHEMISTRY, MEDICINAL - SCIE","2.185","N/A",
"CLINICAL LYMPHOMA","CLIN LYMPHOMA","1526-9655","N/A","ONCOLOGY - SCIE","2.184","N/A",
"CYTOKINE","CYTOKINE","1043-4666","1096-0023","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.183","N/A",
"BIOORGANIC & MEDICINAL CHEMISTRY LETTERS","BIOORG MED CHEM LETT","0960-894X","1464-3405","CHEMISTRY, MEDICINAL - SCIE","2.182","N/A",
"TETRAHEDRON-ASYMMETRY","TETRAHEDRON-ASYMMETR","0957-4166","N/A","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","2.178","N/A",
"TETRAHEDRON-ASYMMETRY","TETRAHEDRON-ASYMMETR","0957-4166","N/A","CHEMISTRY, PHYSICAL - SCIE","2.178","N/A",
"ANALYTICAL BIOCHEMISTRY","ANAL BIOCHEM","0003-2697","1096-0309","BIOCHEMICAL RESEARCH METHODS - SCIE","2.174","N/A",
"ANALYTICAL BIOCHEMISTRY","ANAL BIOCHEM","0003-2697","1096-0309","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.174","N/A",
"ANALYTICAL BIOCHEMISTRY","ANAL BIOCHEM","0003-2697","1096-0309","CHEMISTRY, ANALYTICAL - SCIE","2.174","N/A",
"BONE MARROW TRANSPLANTATION","BONE MARROW TRANSPL","0268-3369","1476-5365","ONCOLOGY - SCIE","2.172","N/A",
"BIOCHEMICAL SOCIETY SYMPOSIUM","BIOCHEM SOC SYMP","0067-8694","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.171","N/A",
"INTERNATIONAL JOURNAL OF RADIATION BIOLOGY","INT J RADIAT BIOL","0955-3002","1362-3095","BIOLOGY - SCIE","2.165","N/A",
"INTERNATIONAL JOURNAL OF RADIATION BIOLOGY","INT J RADIAT BIOL","0955-3002","1362-3095","NUCLEAR SCIENCE & TECHNOLOGY - SCIE","2.165","N/A",
"INTERNATIONAL JOURNAL OF RADIATION BIOLOGY","INT J RADIAT BIOL","0955-3002","1362-3095","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2.165","N/A",
"LIPIDS","LIPIDS","0024-4201","1558-9307","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.164","N/A",
"JOURNAL OF CANCER RESEARCH AND CLINICAL ONCOLOGY","J CANCER RES CLIN","0171-5216","1432-1335","ONCOLOGY - SCIE","2.162","N/A",
"JOURNAL OF BIOCHEMISTRY","J BIOCHEM","0021-924X","1756-2651","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.148","N/A",
"DIAGNOSTIC MOLECULAR PATHOLOGY","DIAGN MOL PATHOL","1052-9551","1533-4066","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.145","N/A",
"BIOCHIMICA ET BIOPHYSICA ACTA-PROTEIN STRUCTURE AND MOLECULAR ENZYMOLOGY","BBA-PROTEIN STRUCT M","0167-4838","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.144","N/A",
"BIOCHIMICA ET BIOPHYSICA ACTA-GENE STRUCTURE AND EXPRESSION","BBA-GENE STRUCT EXPR","0167-4781","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.137","N/A",
"JOURNAL OF MOLECULAR MODELING","J MOL MODEL","0948-5023","0948-5023","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.135","N/A",
"JOURNAL OF MOLECULAR MODELING","J MOL MODEL","0948-5023","0948-5023","CHEMISTRY, MULTIDISCIPLINARY - SCIE","2.135","N/A",
"PHYSICS IN MEDICINE AND BIOLOGY","PHYS MED BIOL","0031-9155","1361-6560","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2.128","N/A",
"MOLECULAR CANCER RESEARCH","MOL CANCER RES","1541-7786","1557-3125","ONCOLOGY - SCIE","2.125","N/A",
"JOURNAL OF INTERFERON AND CYTOKINE RESEARCH","J INTERF CYTOK RES","1079-9907","1557-7465","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.12","N/A",
"PHYSCHEMCOMM","PHYSCHEMCOMM","1460-2733","N/A","CHEMISTRY, PHYSICAL - SCIE","2.113","N/A",
"JOURNAL OF SEPARATION SCIENCE","J SEP SCI","1615-9314","1615-9314","CHEMISTRY, ANALYTICAL - SCIE","2.108","N/A",
"METAL IONS IN BIOLOGICAL SYSTEMS","MET IONS BIOL SYST","0161-5149","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.108","N/A",
"METAL IONS IN BIOLOGICAL SYSTEMS","MET IONS BIOL SYST","0161-5149","N/A","BIOLOGY - SCIE","2.108","N/A",
"METAL IONS IN BIOLOGICAL SYSTEMS","MET IONS BIOL SYST","0161-5149","N/A","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","2.108","N/A",
"JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY","J AGR FOOD CHEM","0021-8561","1520-5118","CHEMISTRY, APPLIED - SCIE","2.102","N/A",
"CYTOMETRY","CYTOMETRY","N/A","N/A","BIOCHEMICAL RESEARCH METHODS - SCIE","2.095","N/A",
"TALANTA","TALANTA","0039-9140","1873-3573","CHEMISTRY, ANALYTICAL - SCIE","2.091","N/A",
"JOURNAL OF CHROMATOGRAPHY B-ANALYTICAL TECHNOLOGIES IN THE BIOMEDICAL AND LIFE SCIENCES","J CHROMATOGR B","1570-0232","1873-376X","BIOCHEMICAL RESEARCH METHODS - SCIE","2.085","N/A",
"JOURNAL OF CHROMATOGRAPHY B-ANALYTICAL TECHNOLOGIES IN THE BIOMEDICAL AND LIFE SCIENCES","J CHROMATOGR B","1570-0232","1873-376X","CHEMISTRY, ANALYTICAL - SCIE","2.085","N/A",
"JOURNAL OF MAGNETIC RESONANCE","J MAGN RESON","1090-7807","1096-0856","BIOCHEMICAL RESEARCH METHODS - SCIE","2.084","N/A",
"JOURNAL OF ELECTROANALYTICAL CHEMISTRY","J ELECTROANAL CHEM","0022-0728","1873-2569","CHEMISTRY, ANALYTICAL - SCIE","2.076","N/A",
"JOURNAL OF PHARMACEUTICAL SCIENCES","J PHARM SCI-US","0022-3549","1520-6017","CHEMISTRY, MEDICINAL - SCIE","2.07","N/A",
"JOURNAL OF PHARMACEUTICAL SCIENCES","J PHARM SCI-US","0022-3549","1520-6017","CHEMISTRY, MULTIDISCIPLINARY - SCIE","2.07","N/A",
"CANCER INVESTIGATION","CANCER INVEST","0735-7907","1532-4192","ONCOLOGY - SCIE","2.066","N/A",
"PROTEIN ENGINEERING","PROTEIN ENG","0269-2139","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.065","N/A",
"RADIOGRAPHICS","RADIOGRAPHICS","0271-5333","N/A","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2.063","N/A",
"SURFACE SCIENCE","SURF SCI","0039-6028","1879-2758","CHEMISTRY, PHYSICAL - SCIE","2.063","N/A",
"ANTI-CANCER DRUG DESIGN","ANTI-CANCER DRUG DES","0266-9536","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.061","N/A",
"ANTI-CANCER DRUG DESIGN","ANTI-CANCER DRUG DES","0266-9536","N/A","CHEMISTRY, MEDICINAL - SCIE","2.061","N/A",
"ANTI-CANCER DRUG DESIGN","ANTI-CANCER DRUG DES","0266-9536","N/A","ONCOLOGY - SCIE","2.061","N/A",
"CANCER CHEMOTHERAPY AND PHARMACOLOGY","CANCER CHEMOTH PHARM","0344-5704","1432-0843","ONCOLOGY - SCIE","2.046","N/A",
"CANCER CYTOPATHOLOGY","CANCER CYTOPATHOL","0008-543X","1934-6638","ONCOLOGY - SCIE","2.045","N/A",
"JOURNAL OF ORGANOMETALLIC CHEMISTRY","J ORGANOMET CHEM","0022-328X","1872-8561","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","2.042","N/A",
"CHROMOSOME RESEARCH","CHROMOSOME RES","0967-3849","1573-6849","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.038","N/A",
"MOLECULAR GENETICS AND METABOLISM","MOL GENET METAB","1096-7192","1096-7206","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.038","N/A",
"JOURNAL OF NUTRITIONAL BIOCHEMISTRY","J NUTR BIOCHEM","0955-2863","1873-4847","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.035","N/A",
"ULTRASOUND IN MEDICINE AND BIOLOGY","ULTRASOUND MED BIOL","0301-5629","1879-291X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2.033","N/A",
"JOURNAL OF MICROBIOLOGICAL METHODS","J MICROBIOL METH","0167-7012","1872-8359","BIOCHEMICAL RESEARCH METHODS - SCIE","2.015","N/A",
"JOURNAL OF MOLECULAR RECOGNITION","J MOL RECOGNIT","0952-3499","1099-1352","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.013","N/A",
"DNA AND CELL BIOLOGY","DNA CELL BIOL","1044-5498","1557-7430","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.006","N/A",
"NUCLEAR MEDICINE AND BIOLOGY","NUCL MED BIOL","0969-8051","1872-9614","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2","N/A",
"JOURNAL OF SURGICAL ONCOLOGY","J SURG ONCOL","0022-4790","1096-9098","ONCOLOGY - SCIE","1.991","N/A",
"INVESTIGATIVE RADIOLOGY","INVEST RADIOL","0020-9996","1536-0210","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.99","N/A",
"JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY","J NANOSCI NANOTECHNO","1533-4880","1533-4899","CHEMISTRY, MULTIDISCIPLINARY - SCIE","1.987","N/A",
"SINGLE MOLECULES","SINGLE MOL","1438-5163","N/A","BIOCHEMICAL RESEARCH METHODS - SCIE","1.985","N/A",
"SINGLE MOLECULES","SINGLE MOL","1438-5163","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.985","N/A",
"SINGLE MOLECULES","SINGLE MOL","1438-5163","N/A","CHEMISTRY, MULTIDISCIPLINARY - SCIE","1.985","N/A",
"CANCER AND METASTASIS REVIEWS","CANCER METAST REV","0167-7659","1573-7233","ONCOLOGY - SCIE","1.982","N/A",
"YEAST","YEAST","0749-503X","1097-0061","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.98","N/A",
"ULTRASOUND IN OBSTETRICS & GYNECOLOGY","ULTRASOUND OBST GYN","0960-7692","1469-0705","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.973","N/A",
"NUTRITION AND CANCER-AN INTERNATIONAL JOURNAL","NUTR CANCER","0163-5581","1532-7914","ONCOLOGY - SCIE","1.972","N/A",
"JOURNAL OF SUPERCRITICAL FLUIDS","J SUPERCRIT FLUID","0896-8446","1872-8162","CHEMISTRY, PHYSICAL - SCIE","1.97","N/A",
"EUROPEAN RADIOLOGY","EUR RADIOL","0938-7994","1432-1084","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.969","N/A",
"PHYSICAL CHEMISTRY CHEMICAL PHYSICS","PHYS CHEM CHEM PHYS","1463-9076","1463-9084","CHEMISTRY, PHYSICAL - SCIE","1.959","N/A",
"EXTREMOPHILES","EXTREMOPHILES","1431-0651","1433-4909","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.955","N/A",
"JOURNAL OF CHEMOMETRICS","J CHEMOMETR","0886-9383","1099-128X","CHEMISTRY, ANALYTICAL - SCIE","1.953","N/A",
"CLINICAL & EXPERIMENTAL METASTASIS","CLIN EXP METASTAS","0262-0898","1573-7276","ONCOLOGY - SCIE","1.944","N/A",
"ANTI-CANCER DRUGS","ANTI-CANCER DRUG","0959-4973","1473-5741","ONCOLOGY - SCIE","1.938","N/A",
"PHOTOCHEMISTRY AND PHOTOBIOLOGY","PHOTOCHEM PHOTOBIOL","0031-8655","1751-1097","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.929","N/A",
"FRESENIUS JOURNAL OF ANALYTICAL CHEMISTRY","FRESEN J ANAL CHEM","0937-0633","N/A","CHEMISTRY, ANALYTICAL - SCIE","1.924","N/A",
"ASSAY AND DRUG DEVELOPMENT TECHNOLOGIES","ASSAY DRUG DEV TECHN","1540-658X","1557-8127","BIOCHEMICAL RESEARCH METHODS - SCIE","1.9","N/A",
"GOLD BULLETIN","GOLD BULL","0017-1557","2190-7579","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","1.885","N/A",
"PLANTA MEDICA","PLANTA MED","0032-0943","1439-0221","CHEMISTRY, MEDICINAL - SCIE","1.879","N/A",
"ANNUAL REPORTS IN MEDICINAL CHEMISTRY","ANNU REP MED CHEM","0065-7743","N/A","CHEMISTRY, MEDICINAL - SCIE","1.877","N/A",
"ORAL ONCOLOGY","ORAL ONCOL","1368-8375","1879-0593","ONCOLOGY - SCIE","1.876","N/A",
"EUROPEAN JOURNAL OF SURGICAL ONCOLOGY","EUR J SURG ONCOL","0748-7983","N/A","ONCOLOGY - SCIE","1.865","N/A",
"JOURNAL OF THE CHEMICAL SOCIETY-PERKIN TRANSACTIONS 2","J CHEM SOC PERK T 2","1472-779X","N/A","CHEMISTRY, PHYSICAL - SCIE","1.863","N/A",
"HELVETICA CHIMICA ACTA","HELV CHIM ACTA","0018-019X","1522-2675","CHEMISTRY, MULTIDISCIPLINARY - SCIE","1.861","N/A",
"PSYCHO-ONCOLOGY","PSYCHO-ONCOLOGY","1057-9249","1099-1611","ONCOLOGY - SCIE","1.859","N/A",
"BIOFACTORS","BIOFACTORS","0951-6433","1872-8081","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.852","N/A",
"JOURNAL OF NATURAL PRODUCTS","J NAT PROD","0163-3864","1520-6025","CHEMISTRY, APPLIED - SCIE","1.849","N/A",
"JOURNAL OF NATURAL PRODUCTS","J NAT PROD","0163-3864","1520-6025","CHEMISTRY, MEDICINAL - SCIE","1.849","N/A",
"NUKLEARMEDIZIN-NUCLEAR MEDICINE","NUKLEARMED-NUCL MED","0029-5566","2567-6407","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.849","N/A",
"CANCER BIOTHERAPY AND RADIOPHARMACEUTICALS","CANCER BIOTHER RADIO","1084-9785","1557-8852","ONCOLOGY - SCIE","1.841","N/A",
"CANCER BIOTHERAPY AND RADIOPHARMACEUTICALS","CANCER BIOTHER RADIO","1084-9785","1557-8852","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.841","N/A",
"COMMENTS ON INORGANIC CHEMISTRY","COMMENT INORG CHEM","0260-3594","1548-9574","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","1.84","N/A",
"MAGNETIC RESONANCE MATERIALS IN PHYSICS BIOLOGY AND MEDICINE","MAGN RESON MATER PHY","0968-5243","1352-8661","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.836","N/A",
"SAR AND QSAR IN ENVIRONMENTAL RESEARCH","SAR QSAR ENVIRON RES","1062-936X","1029-046X","CHEMISTRY, MEDICINAL - SCIE","1.83","N/A",
"SAR AND QSAR IN ENVIRONMENTAL RESEARCH","SAR QSAR ENVIRON RES","1062-936X","1029-046X","CHEMISTRY, MULTIDISCIPLINARY - SCIE","1.83","N/A",
"JOURNAL OF VIROLOGICAL METHODS","J VIROL METHODS","0166-0934","1879-0984","BIOCHEMICAL RESEARCH METHODS - SCIE","1.826","N/A",
"BRAIN TOPOGRAPHY","BRAIN TOPOGR","0896-0267","1573-6792","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.82","N/A",
"ELECTROANALYSIS","ELECTROANAL","1040-0397","1521-4109","CHEMISTRY, ANALYTICAL - SCIE","1.811","N/A",
"ARCHIVES OF INSECT BIOCHEMISTRY AND PHYSIOLOGY","ARCH INSECT BIOCHEM","0739-4462","1520-6327","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.8","N/A",
"PROGRESS IN SOLID STATE CHEMISTRY","PROG SOLID STATE CH","0079-6786","1873-1643","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","1.8","N/A",
"LUNG CANCER","LUNG CANCER-J IASLC","0169-5002","N/A","ONCOLOGY - SCIE","1.798","N/A",
"CURRENT PROTEIN & PEPTIDE SCIENCE","CURR PROTEIN PEPT SC","1389-2037","1875-5550","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.794","N/A",
"ONCOLOGY RESEARCH","ONCOL RES","0965-0407","1555-3906","ONCOLOGY - SCIE","1.794","N/A",
"CHIRALITY","CHIRALITY","0899-0042","1520-636X","CHEMISTRY, ANALYTICAL - SCIE","1.793","N/A",
"CHIRALITY","CHIRALITY","0899-0042","1520-636X","CHEMISTRY, MEDICINAL - SCIE","1.793","N/A",
"ROFO-FORTSCHRITTE AUF DEM GEBIET DER RONTGENSTRAHLEN UND DER BILDGEBENDEN VERFAHREN","ROFO-FORTSCHR RONTG","1438-9029","1438-9010","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.786","N/A",
"KOREAN JOURNAL OF RADIOLOGY","KOREAN J RADIOL","1229-6929","2005-8330","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.783","N/A",
"JOURNAL OF ANALYTICAL TOXICOLOGY","J ANAL TOXICOL","0146-4760","1945-2403","CHEMISTRY, ANALYTICAL - SCIE","1.782","N/A",
"JOURNAL OF NEUROSCIENCE METHODS","J NEUROSCI METH","0165-0270","1872-678X","BIOCHEMICAL RESEARCH METHODS - SCIE","1.777","N/A",
"INTERNATIONAL JOURNAL OF HYPERTHERMIA","INT J HYPERTHER","0265-6736","1464-5157","ONCOLOGY - SCIE","1.762","N/A",
"INTERNATIONAL JOURNAL OF HYPERTHERMIA","INT J HYPERTHER","0265-6736","1464-5157","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.762","N/A",
"RADIOLOGIC CLINICS OF NORTH AMERICA","RADIOL CLIN N AM","0033-8389","1557-8275","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.759","N/A",
"EXPERIMENTAL AND CLINICAL IMMUNOGENETICS","EXP CLIN IMMUNOGENET","0254-9670","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.741","N/A",
"MEDICAL AND PEDIATRIC ONCOLOGY","MED PEDIATR ONCOL","0098-1532","N/A","ONCOLOGY - SCIE","1.737","N/A",
"BIOPHYSICAL CHEMISTRY","BIOPHYS CHEM","0301-4622","1873-4200","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.728","N/A",
"BIOPHYSICAL CHEMISTRY","BIOPHYS CHEM","0301-4622","1873-4200","CHEMISTRY, PHYSICAL - SCIE","1.728","N/A",
"FOOD HYDROCOLLOIDS","FOOD HYDROCOLLOID","0268-005X","1873-7137","CHEMISTRY, APPLIED - SCIE","1.727","N/A",
"SURGICAL ONCOLOGY-OXFORD","SURG ONCOL","0960-7404","1879-3320","ONCOLOGY - SCIE","1.725","N/A",
"ANALYTICAL AND BIOANALYTICAL CHEMISTRY","ANAL BIOANAL CHEM","1618-2642","1618-2650","BIOCHEMICAL RESEARCH METHODS - SCIE","1.715","N/A",
"ANALYTICAL AND BIOANALYTICAL CHEMISTRY","ANAL BIOANAL CHEM","1618-2642","1618-2650","CHEMISTRY, ANALYTICAL - SCIE","1.715","N/A",
"BMC CANCER","BMC CANCER","1471-2407","1471-2407","ONCOLOGY - SCIE","1.702","N/A",
"JOURNAL OF RADIATION RESEARCH","J RADIAT RES","0449-3060","1349-9157","BIOLOGY - SCIE","1.697","N/A",
"JOURNAL OF RADIATION RESEARCH","J RADIAT RES","0449-3060","1349-9157","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.697","N/A",
"JOURNAL OF CELLULAR AND MOLECULAR MEDICINE","J CELL MOL MED","1582-1838","1582-4934","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.694","N/A",
"JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY A-CHEMISTRY","J PHOTOCH PHOTOBIO A","1010-6030","1873-2666","CHEMISTRY, PHYSICAL - SCIE","1.693","N/A",
"EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY","EUR J MED CHEM","0223-5234","1768-3254","CHEMISTRY, MEDICINAL - SCIE","1.681","N/A",
"EUROPEAN CYTOKINE NETWORK","EUR CYTOKINE NETW","1148-5493","1952-4005","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.679","N/A",
"ORIGINS OF LIFE AND EVOLUTION OF THE BIOSPHERE","ORIGINS LIFE EVOL B","0169-6149","1573-0875","BIOLOGY - SCIE","1.678","N/A",
"EUROPEAN JOURNAL OF CANCER PREVENTION","EUR J CANCER PREV","0959-8278","1473-5709","ONCOLOGY - SCIE","1.673","N/A",
"JOURNAL OF CHEMICAL ECOLOGY","J CHEM ECOL","0098-0331","1573-1561","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.673","N/A",
"PLANT SCIENCE","PLANT SCI","0168-9452","1873-2259","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.652","N/A",
"JOURNAL OF BIOCHEMICAL AND MOLECULAR TOXICOLOGY","J BIOCHEM MOL TOXIC","1095-6670","1099-0461","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.65","N/A",
"LUMINESCENCE","LUMINESCENCE","1522-7235","1522-7243","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.649","N/A",
"JOURNAL OF NUCLEAR CARDIOLOGY","J NUCL CARDIOL","1071-3581","1532-6551","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.629","N/A",
"JAPANESE JOURNAL OF CANCER RESEARCH","JPN J CANCER RES","0910-5050","N/A","ONCOLOGY - SCIE","1.624","N/A",
"INTERMETALLICS","INTERMETALLICS","0966-9795","1879-0216","CHEMISTRY, PHYSICAL - SCIE","1.619","N/A",
"METHODS IN ENZYMOLOGY","METHOD ENZYMOL","0076-6879","N/A","BIOCHEMICAL RESEARCH METHODS - SCIE","1.618","N/A",
"METHODS IN ENZYMOLOGY","METHOD ENZYMOL","0076-6879","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.618","N/A",
"REDOX REPORT","REDOX REP","1351-0002","1743-2928","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.614","N/A",
"JOURNAL OF BIOCHEMICAL AND BIOPHYSICAL METHODS","J BIOCHEM BIOPH METH","0165-022X","N/A","BIOCHEMICAL RESEARCH METHODS - SCIE","1.611","N/A",
"JOURNAL OF BIOCHEMICAL AND BIOPHYSICAL METHODS","J BIOCHEM BIOPH METH","0165-022X","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.611","N/A",
"BIOCHIMICA ET BIOPHYSICA ACTA-PROTEINS AND PROTEOMICS","BBA-PROTEINS PROTEOM","1570-9639","1878-1454","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.602","N/A",
"SOLID STATE IONICS","SOLID STATE IONICS","0167-2738","1872-7689","CHEMISTRY, PHYSICAL - SCIE","1.599","N/A",
"CARBOHYDRATE POLYMERS","CARBOHYD POLYM","0144-8617","1879-1344","CHEMISTRY, APPLIED - SCIE","1.597","N/A",
"CHRONOBIOLOGY INTERNATIONAL","CHRONOBIOL INT","0742-0528","1525-6073","BIOLOGY - SCIE","1.59","N/A",
"COLLOIDS AND SURFACES B-BIOINTERFACES","COLLOID SURFACE B","0927-7765","1873-4367","CHEMISTRY, PHYSICAL - SCIE","1.586","N/A",
"POLYHEDRON","POLYHEDRON","0277-5387","1873-3719","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","1.584","N/A",
"AMINO ACIDS","AMINO ACIDS","0939-4451","1438-2199","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.582","N/A",
"JOURNAL OF COLLOID AND INTERFACE SCIENCE","J COLLOID INTERF SCI","0021-9797","1095-7103","CHEMISTRY, PHYSICAL - SCIE","1.582","N/A",
"CATALYSIS LETTERS","CATAL LETT","1011-372X","1572-879X","CHEMISTRY, PHYSICAL - SCIE","1.581","N/A",
"AMYLOID-JOURNAL OF PROTEIN FOLDING DISORDERS","AMYLOID","1350-6129","1744-2818","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.579","N/A",
"CHEMISTRY LETTERS","CHEM LETT","0366-7022","1348-0715","CHEMISTRY, MULTIDISCIPLINARY - SCIE","1.579","N/A",
"COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY B-BIOCHEMISTRY & MOLECULAR BIOLOGY","COMP BIOCHEM PHYS B","1096-4959","1879-1107","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.579","N/A",
"MOLECULAR BIOTECHNOLOGY","MOL BIOTECHNOL","1073-6085","1559-0305","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.579","N/A",
"INORGANICA CHIMICA ACTA","INORG CHIM ACTA","0020-1693","1873-3255","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","1.578","N/A",
"ULTRASONIC IMAGING","ULTRASONIC IMAGING","0161-7346","1096-0910","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.576","N/A",
"JOURNAL OF TRACE AND MICROPROBE TECHNIQUES","J TRACE MICROPROBE T","0733-4680","N/A","CHEMISTRY, ANALYTICAL - SCIE","1.571","N/A",
"JOURNAL OF NEURO-ONCOLOGY","J NEURO-ONCOL","0167-594X","1573-7373","ONCOLOGY - SCIE","1.568","N/A",
"INTERNATIONAL JOURNAL OF GYNECOLOGICAL CANCER","INT J GYNECOL CANCER","1048-891X","1525-1438","ONCOLOGY - SCIE","1.561","N/A",
"CHEMICO-BIOLOGICAL INTERACTIONS","CHEM-BIOL INTERACT","0009-2797","1872-7786","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.558","N/A",
"COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOGY","COMP BIOCHEM PHYS A","1095-6433","1531-4332","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.556","N/A",
