"Journal Data Filtered By:  Selected Categories: Multiple Selected Editions: SCIE;SSCI Selected JCR Year: 2002 Selected Category Schema: WOS Selected Open Access: N Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,2002 JIF,Eigenfactor
"GYNECOLOGIC ONCOLOGY","GYNECOL ONCOL","0090-8258","1095-6859","ONCOLOGY - SCIE","2.115","N/A",
"LEUKEMIA RESEARCH","LEUKEMIA RES","0145-2126","1873-5835","ONCOLOGY - SCIE","2.115","N/A",
"ANALYTICA CHIMICA ACTA","ANAL CHIM ACTA","0003-2670","1873-4324","CHEMISTRY, ANALYTICAL - SCIE","2.114","N/A",
"HEMATOLOGY-ONCOLOGY CLINICS OF NORTH AMERICA","HEMATOL ONCOL CLIN N","0889-8588","1558-1977","ONCOLOGY - SCIE","2.096","N/A",
"CLINICAL & EXPERIMENTAL METASTASIS","CLIN EXP METASTAS","0262-0898","1573-7276","ONCOLOGY - SCIE","2.08","N/A",
"CRITICAL REVIEWS IN ANALYTICAL CHEMISTRY","CRIT REV ANAL CHEM","1040-8347","1547-6510","CHEMISTRY, ANALYTICAL - SCIE","2.074","N/A",
"JOURNAL OF BIOMOLECULAR SCREENING","J BIOMOL SCREEN","1087-0571","1552-454X","BIOCHEMICAL RESEARCH METHODS - SCIE","2.066","N/A",
"JOURNAL OF BIOMOLECULAR SCREENING","J BIOMOL SCREEN","1087-0571","1552-454X","CHEMISTRY, ANALYTICAL - SCIE","2.066","N/A",
"NEW JOURNAL OF CHEMISTRY","NEW J CHEM","1144-0546","1369-9261","CHEMISTRY, MULTIDISCIPLINARY - SCIE","2.06","N/A",
"NUKLEARMEDIZIN-NUCLEAR MEDICINE","NUKLEARMED-NUCL MED","0029-5566","2567-6407","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2.056","N/A",
"TALANTA","TALANTA","0039-9140","1873-3573","CHEMISTRY, ANALYTICAL - SCIE","2.054","N/A",
"BIOORGANIC & MEDICINAL CHEMISTRY LETTERS","BIOORG MED CHEM LETT","0960-894X","1464-3405","CHEMISTRY, MEDICINAL - SCIE","2.051","N/A",
"SEMINARS IN SURGICAL ONCOLOGY","SEMIN SURG ONCOL","8756-0437","N/A","ONCOLOGY - SCIE","2.05","N/A",
"CRYOBIOLOGY","CRYOBIOLOGY","0011-2240","1090-2392","BIOLOGY - SCIE","2.044","N/A",
"LIPIDS","LIPIDS","0024-4201","1558-9307","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.044","N/A",
"BIOORGANIC & MEDICINAL CHEMISTRY","BIOORGAN MED CHEM","0968-0896","1464-3391","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.043","N/A",
"BIOORGANIC & MEDICINAL CHEMISTRY","BIOORGAN MED CHEM","0968-0896","1464-3391","CHEMISTRY, MEDICINAL - SCIE","2.043","N/A",
"JOURNAL OF ELECTROANALYTICAL CHEMISTRY","J ELECTROANAL CHEM","0022-0728","1873-2569","CHEMISTRY, ANALYTICAL - SCIE","2.027","N/A",
"ANTI-CANCER DRUGS","ANTI-CANCER DRUG","0959-4973","1473-5741","ONCOLOGY - SCIE","2.013","N/A",
"ADVANCES IN CARBOHYDRATE CHEMISTRY AND BIOCHEMISTRY","ADV CARBOHYD CHEM BI","0065-2318","2162-5530","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2","N/A",
"JOURNAL OF PHARMACEUTICAL SCIENCES","J PHARM SCI","0022-3549","N/A","CHEMISTRY, MEDICINAL - SCIE","1.992","N/A",
"JOURNAL OF PHARMACEUTICAL SCIENCES","J PHARM SCI","0022-3549","N/A","CHEMISTRY, MULTIDISCIPLINARY - SCIE","1.992","N/A",
"MICROPOROUS AND MESOPOROUS MATERIALS","MICROPOR MESOPOR MAT","1387-1811","1873-3093","CHEMISTRY, APPLIED - SCIE","1.99","N/A",
"MICROPOROUS AND MESOPOROUS MATERIALS","MICROPOR MESOPOR MAT","1387-1811","1873-3093","CHEMISTRY, PHYSICAL - SCIE","1.99","N/A",
"RADIOLOGIC CLINICS OF NORTH AMERICA","RADIOL CLIN N AM","0033-8389","1557-8275","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.978","N/A",
"JOURNAL OF MICROCOLUMN SEPARATIONS","J MICROCOLUMN SEP","1040-7685","N/A","CHEMISTRY, ANALYTICAL - SCIE","1.958","N/A",
"HELVETICA CHIMICA ACTA","HELV CHIM ACTA","0018-019X","1522-2675","CHEMISTRY, MULTIDISCIPLINARY - SCIE","1.949","N/A",
"FRESENIUS JOURNAL OF ANALYTICAL CHEMISTRY","FRESEN J ANAL CHEM","0937-0633","N/A","CHEMISTRY, ANALYTICAL - SCIE","1.948","N/A",
"COMMENTS ON INORGANIC CHEMISTRY","COMMENT INORG CHEM","0260-3594","1548-9574","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","1.938","N/A",
"JOURNAL OF VIROLOGICAL METHODS","J VIROL METHODS","0166-0934","1879-0984","BIOCHEMICAL RESEARCH METHODS - SCIE","1.938","N/A",
"JOURNAL OF RADIATION RESEARCH","J RADIAT RES","0449-3060","1349-9157","BIOLOGY - SCIE","1.934","N/A",
"JOURNAL OF RADIATION RESEARCH","J RADIAT RES","0449-3060","1349-9157","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.934","N/A",
"CYTOMETRY","CYTOMETRY","0196-4763","N/A","BIOCHEMICAL RESEARCH METHODS - SCIE","1.933","N/A",
"CANCER CHEMOTHERAPY AND PHARMACOLOGY","CANCER CHEMOTH PHARM","0344-5704","1432-0843","ONCOLOGY - SCIE","1.928","N/A",
"DIAGNOSTIC MOLECULAR PATHOLOGY","DIAGN MOL PATHOL","1052-9551","1533-4066","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.926","N/A",
"NUCLEAR MEDICINE AND BIOLOGY","NUCL MED BIOL","0969-8051","1872-9614","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.924","N/A",
"JAPANESE JOURNAL OF CANCER RESEARCH","JPN J CANCER RES","0910-5050","N/A","ONCOLOGY - SCIE","1.918","N/A",
"APPLIED CATALYSIS A-GENERAL","APPL CATAL A-GEN","0926-860X","1873-3875","CHEMISTRY, PHYSICAL - SCIE","1.915","N/A",
"JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY","J AGR FOOD CHEM","0021-8561","1520-5118","CHEMISTRY, APPLIED - SCIE","1.915","N/A",
"JOURNAL OF CHROMATOGRAPHY B-ANALYTICAL TECHNOLOGIES IN THE BIOMEDICAL AND L","J CHROMATOGR B","1570-0232","1873-376X","BIOCHEMICAL RESEARCH METHODS - SCIE","1.913","N/A",
"JOURNAL OF CHROMATOGRAPHY B-ANALYTICAL TECHNOLOGIES IN THE BIOMEDICAL AND L","J CHROMATOGR B","1570-0232","1873-376X","CHEMISTRY, ANALYTICAL - SCIE","1.913","N/A",
"JOURNAL OF THE CHEMICAL SOCIETY-PERKIN TRANSACTIONS 2","J CHEM SOC PERK T 2","1472-779X","N/A","CHEMISTRY, PHYSICAL - SCIE","1.911","N/A",
"ACTA ONCOLOGICA","ACTA ONCOL","0284-186X","1651-226X","ONCOLOGY - SCIE","1.909","N/A",
"QUARTERLY JOURNAL OF NUCLEAR MEDICINE","Q J NUCL MED","1125-0135","N/A","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.903","N/A",
"JOURNAL OF ORGANOMETALLIC CHEMISTRY","J ORGANOMET CHEM","0022-328X","1872-8561","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","1.901","N/A",
"JOURNAL OF ENDOTOXIN RESEARCH","J ENDOTOXIN RES","0968-0519","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.893","N/A",
"SENSORS AND ACTUATORS B-CHEMICAL","SENSOR ACTUAT B-CHEM","0925-4005","0925-4005","CHEMISTRY, ANALYTICAL - SCIE","1.893","N/A",
"JOURNAL OF NEUROSCIENCE METHODS","J NEUROSCI METH","0165-0270","1872-678X","BIOCHEMICAL RESEARCH METHODS - SCIE","1.889","N/A",
"JOURNAL OF INTERFERON AND CYTOKINE RESEARCH","J INTERF CYTOK RES","1079-9907","1557-7465","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.885","N/A",
"JOURNAL OF BIOCHEMISTRY","J BIOCHEM","0021-924X","1756-2651","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.878","N/A",
"BIOCHEMISTRY AND CELL BIOLOGY-BIOCHIMIE ET BIOLOGIE CELLULAIRE","BIOCHEM CELL BIOL","0829-8211","1208-6002","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.873","N/A",
"ORAL ONCOLOGY","ORAL ONCOL","0964-1955","1879-0593","ONCOLOGY - SCIE","1.873","N/A",
"JOURNAL OF NATURAL PRODUCTS","J NAT PROD","0163-3864","1520-6025","CHEMISTRY, APPLIED - SCIE","1.855","N/A",
"JOURNAL OF NATURAL PRODUCTS","J NAT PROD","0163-3864","1520-6025","CHEMISTRY, MEDICINAL - SCIE","1.855","N/A",
"CANCER INVESTIGATION","CANCER INVEST","0735-7907","1532-4192","ONCOLOGY - SCIE","1.85","N/A",
"BIOCHIMICA ET BIOPHYSICA ACTA-GENERAL SUBJECTS","BBA-GEN SUBJECTS","0304-4165","1872-8006","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.845","N/A",
"CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS","CHEMOMETR INTELL LAB","0169-7439","1873-3239","CHEMISTRY, ANALYTICAL - SCIE","1.841","N/A",
"INTERNATIONAL JOURNAL OF HYPERTHERMIA","INT J HYPERTHER","0265-6736","1464-5157","ONCOLOGY - SCIE","1.841","N/A",
"INTERNATIONAL JOURNAL OF HYPERTHERMIA","INT J HYPERTHER","0265-6736","1464-5157","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.841","N/A",
"PHYSICAL CHEMISTRY CHEMICAL PHYSICS","PHYS CHEM CHEM PHYS","1463-9076","1463-9084","CHEMISTRY, PHYSICAL - SCIE","1.838","N/A",
"CHROMOSOME RESEARCH","CHROMOSOME RES","0967-3849","1573-6849","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.828","N/A",
"EXPERIMENTAL AND CLINICAL IMMUNOGENETICS","EXP CLIN IMMUNOGENET","0254-9670","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.82","N/A",
"SUPRAMOLECULAR CHEMISTRY","SUPRAMOL CHEM","1061-0278","1029-0478","CHEMISTRY, MULTIDISCIPLINARY - SCIE","1.82","N/A",
"ANTI-CANCER DRUG DESIGN","ANTI-CANCER DRUG DES","0266-9536","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.815","N/A",
"ANTI-CANCER DRUG DESIGN","ANTI-CANCER DRUG DES","0266-9536","N/A","CHEMISTRY, MEDICINAL - SCIE","1.815","N/A",
"ANTI-CANCER DRUG DESIGN","ANTI-CANCER DRUG DES","0266-9536","N/A","ONCOLOGY - SCIE","1.815","N/A",
"BIOFACTORS","BIOFACTORS","0951-6433","1872-8081","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.815","N/A",
"ULTRASOUND IN OBSTETRICS & GYNECOLOGY","ULTRASOUND OBST GYN","0960-7692","1469-0705","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.806","N/A",
"IUBMB LIFE","IUBMB LIFE","1521-6543","1521-6551","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.792","N/A",
"MACROMOLECULAR BIOSCIENCE","MACROMOL BIOSCI","1616-5187","1616-5195","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.792","N/A",
"JOURNAL OF SUPERCRITICAL FLUIDS","J SUPERCRIT FLUID","0896-8446","1872-8162","CHEMISTRY, PHYSICAL - SCIE","1.787","N/A",
"ELECTROANALYSIS","ELECTROANAL","1040-0397","1521-4109","CHEMISTRY, ANALYTICAL - SCIE","1.783","N/A",
"MELANOMA RESEARCH","MELANOMA RES","0960-8931","1473-5636","ONCOLOGY - SCIE","1.773","N/A",
"DNA AND CELL BIOLOGY","DNA CELL BIOL","1044-5498","1557-7430","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.771","N/A",
"SOLID STATE IONICS","SOLID STATE IONICS","0167-2738","1872-7689","CHEMISTRY, PHYSICAL - SCIE","1.768","N/A",
"COMBINATORIAL CHEMISTRY & HIGH THROUGHPUT SCREENING","COMB CHEM HIGH T SCR","1386-2073","1875-5402","BIOCHEMICAL RESEARCH METHODS - SCIE","1.765","N/A",
"COMBINATORIAL CHEMISTRY & HIGH THROUGHPUT SCREENING","COMB CHEM HIGH T SCR","1386-2073","1875-5402","CHEMISTRY, APPLIED - SCIE","1.765","N/A",
"ACTA CRYSTALLOGRAPHICA SECTION D-BIOLOGICAL CRYSTALLOGRAPHY","ACTA CRYSTALLOGR D","0907-4449","2059-7983","BIOCHEMICAL RESEARCH METHODS - SCIE","1.76","N/A",
"ACTA CRYSTALLOGRAPHICA SECTION D-BIOLOGICAL CRYSTALLOGRAPHY","ACTA CRYSTALLOGR D","0907-4449","2059-7983","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.76","N/A",
"ULTRASOUND IN MEDICINE AND BIOLOGY","ULTRASOUND MED BIOL","0301-5629","1879-291X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.758","N/A",
"PURE AND APPLIED CHEMISTRY","PURE APPL CHEM","0033-4545","1365-3075","CHEMISTRY, MULTIDISCIPLINARY - SCIE","1.75","N/A",
"JOURNAL OF MICROBIOLOGICAL METHODS","J MICROBIOL METH","0167-7012","1872-8359","BIOCHEMICAL RESEARCH METHODS - SCIE","1.749","N/A",
"CELLULAR AND MOLECULAR BIOLOGY","CELL MOL BIOL","0145-5680","1165-158X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.747","N/A",
"PROGRESS IN REACTION KINETICS AND MECHANISM","PROG REACT KINET MEC","1468-6783","1471-406X","CHEMISTRY, PHYSICAL - SCIE","1.737","N/A",
"JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY","J NANOSCI NANOTECHNO","1533-4880","1533-4899","CHEMISTRY, MULTIDISCIPLINARY - SCIE","1.734","N/A",
"JOURNAL OF NUCLEAR MATERIALS","J NUCL MATER","0022-3115","1873-4820","NUCLEAR SCIENCE & TECHNOLOGY - SCIE","1.73","N/A",
"JOURNAL OF MOLECULAR CATALYSIS A-CHEMICAL","J MOL CATAL A-CHEM","1381-1169","1873-314X","CHEMISTRY, PHYSICAL - SCIE","1.729","N/A",
"BIOCHIMICA ET BIOPHYSICA ACTA-GENE STRUCTURE AND EXPRESSION","BBA-GENE STRUCT EXPR","0167-4781","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.713","N/A",
"CANCER GENETICS AND CYTOGENETICS","CANCER GENET CYTOGEN","0165-4608","N/A","ONCOLOGY - SCIE","1.713","N/A",
"EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY","EUR J MED CHEM","0223-5234","1768-3254","CHEMISTRY, MEDICINAL - SCIE","1.705","N/A",
"JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE","J CARDIOV MAGN RESON","1097-6647","N/A","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.696","N/A",
"METHODS IN ENZYMOLOGY","METHOD ENZYMOL","0076-6879","N/A","BIOCHEMICAL RESEARCH METHODS - SCIE","1.692","N/A",
"METHODS IN ENZYMOLOGY","METHOD ENZYMOL","0076-6879","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.692","N/A",
"CANCER BIOTHERAPY AND RADIOPHARMACEUTICALS","CANCER BIOTHER RADIO","1084-9785","1557-8852","ONCOLOGY - SCIE","1.691","N/A",
"CANCER BIOTHERAPY AND RADIOPHARMACEUTICALS","CANCER BIOTHER RADIO","1084-9785","1557-8852","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.691","N/A",
"JOURNAL OF PEPTIDE SCIENCE","J PEPT SCI","1075-2617","1099-1387","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.691","N/A",
"JOURNAL OF PEPTIDE SCIENCE","J PEPT SCI","1075-2617","1099-1387","CHEMISTRY, ANALYTICAL - SCIE","1.691","N/A",
"JOURNAL OF PEPTIDE RESEARCH","J PEPT RES","1397-002X","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.686","N/A",
"EUROPEAN JOURNAL OF CANCER PREVENTION","EUR J CANCER PREV","0959-8278","1473-5709","ONCOLOGY - SCIE","1.685","N/A",
"BIOMOLECULAR ENGINEERING","BIOMOL ENG","1389-0344","N/A","BIOCHEMICAL RESEARCH METHODS - SCIE","1.679","N/A",
"JOURNAL OF BIOCHEMICAL AND MOLECULAR TOXICOLOGY","J BIOCHEM MOL TOXIC","1095-6670","1099-0461","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.679","N/A",
"NEUROCHEMICAL RESEARCH","NEUROCHEM RES","0364-3190","1573-6903","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.672","N/A",
"JOURNAL OF SOLID STATE CHEMISTRY","J SOLID STATE CHEM","0022-4596","1095-726X","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","1.671","N/A",
"JOURNAL OF SOLID STATE CHEMISTRY","J SOLID STATE CHEM","0022-4596","1095-726X","CHEMISTRY, PHYSICAL - SCIE","1.671","N/A",
"PSYCHO-ONCOLOGY","PSYCHO-ONCOLOGY","1057-9249","1099-1611","ONCOLOGY - SCIE","1.67","N/A",
"GLYCOCONJUGATE JOURNAL","GLYCOCONJUGATE J","0282-0080","1573-4986","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.669","N/A",
"ROFO-FORTSCHRITTE AUF DEM GEBIET DER RONTGENSTRAHLEN UND DER BILDGEBENDEN V","ROFO-FORTSCHR RONTG","1438-9029","1438-9010","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.669","N/A",
"SOLID STATE SCIENCES","SOLID STATE SCI","1293-2558","1873-3085","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","1.667","N/A",
"SOLID STATE SCIENCES","SOLID STATE SCI","1293-2558","1873-3085","CHEMISTRY, PHYSICAL - SCIE","1.667","N/A",
"CANCER CYTOPATHOLOGY","CANCER CYTOPATHOL","0008-543X","1934-6638","ONCOLOGY - SCIE","1.66","N/A",
"CARBOHYDRATE POLYMERS","CARBOHYD POLYM","0144-8617","1879-1344","CHEMISTRY, APPLIED - SCIE","1.655","N/A",
"HEMATOLOGICAL ONCOLOGY","HEMATOL ONCOL","0278-0232","1099-1069","ONCOLOGY - SCIE","1.65","N/A",
"TOPICS IN CATALYSIS","TOP CATAL","1022-5528","1572-9028","CHEMISTRY, APPLIED - SCIE","1.648","N/A",
"TOPICS IN CATALYSIS","TOP CATAL","1022-5528","1572-9028","CHEMISTRY, PHYSICAL - SCIE","1.648","N/A",
"PHYSCHEMCOMM","PHYSCHEMCOMM","1460-2733","N/A","CHEMISTRY, PHYSICAL - SCIE","1.643","N/A",
"CARBOHYDRATE RESEARCH","CARBOHYD RES","0008-6215","1873-426X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.631","N/A",
"CARBOHYDRATE RESEARCH","CARBOHYD RES","0008-6215","1873-426X","CHEMISTRY, APPLIED - SCIE","1.631","N/A",
"SEMINARS IN ULTRASOUND CT AND MRI","SEMIN ULTRASOUND CT","0887-2171","1558-5034","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.623","N/A",
"FOOD ADDITIVES AND CONTAMINANTS","FOOD ADDIT CONTAM","0265-203X","N/A","CHEMISTRY, APPLIED - SCIE","1.599","N/A",
"CHRONOBIOLOGY INTERNATIONAL","CHRONOBIOL INT","0742-0528","1525-6073","BIOLOGY - SCIE","1.595","N/A",
"JOURNAL OF SEPARATION SCIENCE","J SEP SCI","1615-9314","1615-9314","CHEMISTRY, ANALYTICAL - SCIE","1.591","N/A",
"BIOMETALS","BIOMETALS","0966-0844","1572-8773","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.582","N/A",
"FOOD HYDROCOLLOIDS","FOOD HYDROCOLLOID","0268-005X","1873-7137","CHEMISTRY, APPLIED - SCIE","1.577","N/A",
"CHIRALITY","CHIRALITY","0899-0042","1520-636X","CHEMISTRY, ANALYTICAL - SCIE","1.575","N/A",
"CHIRALITY","CHIRALITY","0899-0042","1520-636X","CHEMISTRY, MEDICINAL - SCIE","1.575","N/A",
"JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY B-BIOLOGY","J PHOTOCH PHOTOBIO B","1011-1344","1873-2682","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.573","N/A",
"INTERNATIONAL JOURNAL OF BIOLOGICAL MARKERS","INT J BIOL MARKER","0393-6155","1724-6008","ONCOLOGY - SCIE","1.571","N/A",
"INORGANICA CHIMICA ACTA","INORG CHIM ACTA","0020-1693","1873-3255","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","1.566","N/A",
"CATALYSIS LETTERS","CATAL LETT","1011-372X","1572-879X","CHEMISTRY, PHYSICAL - SCIE","1.559","N/A",
"QUANTITATIVE STRUCTURE-ACTIVITY RELATIONSHIPS","QUANT STRUCT-ACT REL","0931-8771","N/A","CHEMISTRY, MEDICINAL - SCIE","1.558","N/A",
"PLANT SCIENCE","PLANT SCI","0168-9452","1873-2259","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.556","N/A",
"JOURNAL OF THEORETICAL BIOLOGY","J THEOR BIOL","0022-5193","1095-8541","BIOLOGY - SCIE","1.552","N/A",
"CHEMISTRY LETTERS","CHEM LETT","0366-7022","1348-0715","CHEMISTRY, MULTIDISCIPLINARY - SCIE","1.529","N/A",
"ARCHIVES OF INSECT BIOCHEMISTRY AND PHYSIOLOGY","ARCH INSECT BIOCHEM","0739-4462","1520-6327","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.525","N/A",
"MOLECULAR GENETICS AND GENOMICS","MOL GENET GENOMICS","1617-4615","1617-4623","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.522","N/A",
"CELL BIOCHEMISTRY AND BIOPHYSICS","CELL BIOCHEM BIOPHYS","1085-9195","1559-0283","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.521","N/A",
"INTERNATIONAL JOURNAL OF QUANTUM CHEMISTRY","INT J QUANTUM CHEM","0020-7608","1097-461X","CHEMISTRY, PHYSICAL - SCIE","1.514","N/A",
"JOURNAL OF SURGICAL ONCOLOGY","J SURG ONCOL","0022-4790","1096-9098","ONCOLOGY - SCIE","1.502","N/A",
"ORIGINS OF LIFE AND EVOLUTION OF THE BIOSPHERE","ORIGINS LIFE EVOL B","0169-6149","1573-0875","BIOLOGY - SCIE","1.5","N/A",
"BIOPHYSICAL CHEMISTRY","BIOPHYS CHEM","0301-4622","1873-4200","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.494","N/A",
"BIOPHYSICAL CHEMISTRY","BIOPHYS CHEM","0301-4622","1873-4200","CHEMISTRY, PHYSICAL - SCIE","1.494","N/A",
"TUMOR BIOLOGY","TUMOR BIOL","1010-4283","1423-0380","ONCOLOGY - SCIE","1.489","N/A",
"JOURNAL OF PHYSICAL ORGANIC CHEMISTRY","J PHYS ORG CHEM","0894-3230","1099-1395","CHEMISTRY, PHYSICAL - SCIE","1.481","N/A",
"ONCOLOGY RESEARCH","ONCOL RES","0965-0407","1555-3906","ONCOLOGY - SCIE","1.476","N/A",
"JOURNAL OF COLLOID AND INTERFACE SCIENCE","J COLLOID INTERF SCI","0021-9797","1095-7103","CHEMISTRY, PHYSICAL - SCIE","1.466","N/A",
"BIOELECTROCHEMISTRY","BIOELECTROCHEMISTRY","1567-5394","1878-562X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.463","N/A",
"BIOELECTROCHEMISTRY","BIOELECTROCHEMISTRY","1567-5394","1878-562X","BIOLOGY - SCIE","1.463","N/A",
"ACADEMIC RADIOLOGY","ACAD RADIOL","1076-6332","1878-4046","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.459","N/A",
"JOURNAL OF NUTRITIONAL BIOCHEMISTRY","J NUTR BIOCHEM","0955-2863","1873-4847","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.459","N/A",
"REDOX REPORT","REDOX REP","1351-0002","1743-2928","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.455","N/A",
"JOURNAL OF MOLECULAR CATALYSIS B-ENZYMATIC","J MOL CATAL B-ENZYM","1381-1177","1873-3158","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.451","N/A",
"JOURNAL OF MOLECULAR CATALYSIS B-ENZYMATIC","J MOL CATAL B-ENZYM","1381-1177","1873-3158","CHEMISTRY, PHYSICAL - SCIE","1.451","N/A",
"ANTICANCER RESEARCH","ANTICANCER RES","0250-7005","1791-7530","ONCOLOGY - SCIE","1.447","N/A",
"MEDICAL ONCOLOGY","MED ONCOL","1357-0560","1559-131X","ONCOLOGY - SCIE","1.447","N/A",
"BIOLOGICAL RESEARCH","BIOL RES","0716-9760","0717-6287","BIOLOGY - SCIE","1.444","N/A",
"MAGNETIC RESONANCE IMAGING","MAGN RESON IMAGING","0730-725X","1873-5894","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.444","N/A",
"PHYTOCHEMICAL ANALYSIS","PHYTOCHEM ANALYSIS","0958-0344","1099-1565","BIOCHEMICAL RESEARCH METHODS - SCIE","1.439","N/A",
"PHYTOCHEMICAL ANALYSIS","PHYTOCHEM ANALYSIS","0958-0344","1099-1565","CHEMISTRY, ANALYTICAL - SCIE","1.439","N/A",
"FIBRINOLYSIS & PROTEOLYSIS","FIBRINOLYSIS PROTEOL","0268-9499","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.435","N/A",
"IEEE TRANSACTIONS ON NUCLEAR SCIENCE","IEEE T NUCL SCI","0018-9499","1558-1578","NUCLEAR SCIENCE & TECHNOLOGY - SCIE","1.431","N/A",
"COLLOIDS AND SURFACES B-BIOINTERFACES","COLLOID SURFACE B","0927-7765","1873-4367","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.429","N/A",
"JOURNAL OF PORPHYRINS AND PHTHALOCYANINES","J PORPHYR PHTHALOCYA","1088-4246","1099-1409","CHEMISTRY, MULTIDISCIPLINARY - SCIE","1.421","N/A",
"THEORETICAL CHEMISTRY ACCOUNTS","THEOR CHEM ACC","1432-881X","1432-2234","CHEMISTRY, PHYSICAL - SCIE","1.421","N/A",
"JOURNAL OF NEURO-ONCOLOGY","J NEURO-ONCOL","0167-594X","1573-7373","ONCOLOGY - SCIE","1.416","N/A",
"POLYHEDRON","POLYHEDRON","0277-5387","1873-3719","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","1.414","N/A",
"BRAIN TOPOGRAPHY","BRAIN TOPOGR","0896-0267","1573-6792","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.412","N/A",
"JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE","J SCI FOOD AGR","0022-5142","1097-0010","CHEMISTRY, APPLIED - SCIE","1.41","N/A",
