"Journal Data Filtered By:  Selected Categories: Multiple Selected Editions: SCIE;SSCI Selected JCR Year: 2019 Selected Category Schema: WOS Selected Open Access: N Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,2019 JIF,Eigenfactor
"CURRENT MEDICINAL CHEMISTRY","CURR MED CHEM","0929-8673","1875-533X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.184","0.013",
"CURRENT MEDICINAL CHEMISTRY","CURR MED CHEM","0929-8673","1875-533X","CHEMISTRY, MEDICINAL - SCIE","4.184","0.013",
"Cancer Cell International","CANCER CELL INT","N/A","1475-2867","ONCOLOGY - SCIE","4.175","0.006",
"DALTON TRANSACTIONS","DALTON T","1477-9226","1477-9234","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","4.174","0.085",
"Food & Function","FOOD FUNCT","2042-6496","2042-650X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.171","0.021",
"Communications Biology","COMMUN BIOL","N/A","2399-3642","BIOLOGY - SCIE","4.165","0.004",
"Chinese Journal of Cancer Research","CHINESE J CANCER RES","1000-9604","1993-0631","ONCOLOGY - SCIE","4.135","0.003",
"GENE THERAPY","GENE THER","0969-7128","1476-5462","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.128","0.006",
"ADDICTION BIOLOGY","ADDICT BIOL","1355-6215","1369-1600","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.121","0.008",
"Molecular Therapy-Oncolytics","MOL THER-ONCOLYTICS","2372-7705","2372-7705","ONCOLOGY - SCIE","4.115","0.002",
"JOURNAL OF IMMUNOTHERAPY","J IMMUNOTHER","1524-9557","1537-4513","ONCOLOGY - SCIE","4.11","0.003",
"BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR CELL RESEARCH","BBA-MOL CELL RES","0167-4889","1879-2596","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.105","0.023",
"EUROPEAN RADIOLOGY","EUR RADIOL","0938-7994","1432-1084","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","4.101","0.033",
"BIOCHEMICAL JOURNAL","BIOCHEM J","0264-6021","1470-8728","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.097","0.026",
"Metabolites","METABOLITES","N/A","2218-1989","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.097","0.004",
"MOLECULAR MEDICINE","MOL MED","1076-1551","1528-3658","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.096","0.005",
"CRYSTAL GROWTH & DESIGN","CRYST GROWTH DES","1528-7483","1528-7505","CHEMISTRY, MULTIDISCIPLINARY - SCIE","4.089","0.035",
"PHYTOTHERAPY RESEARCH","PHYTOTHER RES","0951-418X","1099-1573","CHEMISTRY, MEDICINAL - SCIE","4.087","0.009",
"Biomolecules","BIOMOLECULES","N/A","2218-273X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.082","0.009",
"MOLECULES AND CELLS","MOL CELLS","1016-8478","0219-1032","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.081","0.007",
"Journal of Nanostructure in Chemistry","J NANOSTRUCTURE CHEM","2008-9244","2193-8865","CHEMISTRY, MULTIDISCIPLINARY - SCIE","4.077","0.001",
"SEMINARS IN RADIATION ONCOLOGY","SEMIN RADIAT ONCOL","1053-4296","1532-9461","ONCOLOGY - SCIE","4.076","0.004",
"SEMINARS IN RADIATION ONCOLOGY","SEMIN RADIAT ONCOL","1053-4296","1532-9461","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","4.076","0.004",
"JOURNAL OF PROTEOME RESEARCH","J PROTEOME RES","1535-3893","1535-3907","BIOCHEMICAL RESEARCH METHODS - SCIE","4.074","0.032",
"Progress in Molecular Biology and Translational Science","PROG MOL BIOL TRANSL","1877-1173","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.074","0.006",
"Marine Drugs","MAR DRUGS","N/A","1660-3397","CHEMISTRY, MEDICINAL - SCIE","4.073","0.018",
"JOURNAL OF NEUROCHEMISTRY","J NEUROCHEM","0022-3042","1471-4159","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.066","0.022",
"ANNALS OF SURGICAL ONCOLOGY","ANN SURG ONCOL","1068-9265","1534-4681","ONCOLOGY - SCIE","4.061","0.044",
"GLYCOBIOLOGY","GLYCOBIOLOGY","0959-6658","1460-2423","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.06","0.008",
"Chemistry-An Asian Journal","CHEM-ASIAN J","1861-4728","1861-471X","CHEMISTRY, MULTIDISCIPLINARY - SCIE","4.056","0.02",
"JOURNAL OF CHROMATOGRAPHY A","J CHROMATOGR A","0021-9673","1873-3778","BIOCHEMICAL RESEARCH METHODS - SCIE","4.049","0.039",
"JOURNAL OF CHROMATOGRAPHY A","J CHROMATOGR A","0021-9673","1873-3778","CHEMISTRY, ANALYTICAL - SCIE","4.049","0.039",
"Targeted Oncology","TARGET ONCOL","1776-2596","1776-260X","ONCOLOGY - SCIE","4.036","0.003",
"BIOCONJUGATE CHEMISTRY","BIOCONJUGATE CHEM","1043-1802","1520-4812","BIOCHEMICAL RESEARCH METHODS - SCIE","4.031","0.02",
"BIOCONJUGATE CHEMISTRY","BIOCONJUGATE CHEM","1043-1802","1520-4812","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.031","0.02",
"BIOCONJUGATE CHEMISTRY","BIOCONJUGATE CHEM","1043-1802","1520-4812","CHEMISTRY, MULTIDISCIPLINARY - SCIE","4.031","0.02",
"COLLOIDS AND SURFACES A-PHYSICOCHEMICAL AND ENGINEERING ASPECTS","COLLOID SURFACE A","0927-7757","1873-4359","CHEMISTRY, PHYSICAL - SCIE","3.99","0.027",
"ORAL ONCOLOGY","ORAL ONCOL","1368-8375","1879-0593","ONCOLOGY - SCIE","3.979","0.016",
"ANALYST","ANALYST","0003-2654","1364-5528","CHEMISTRY, ANALYTICAL - SCIE","3.978","0.037",
"ACS Medicinal Chemistry Letters","ACS MED CHEM LETT","1948-5875","N/A","CHEMISTRY, MEDICINAL - SCIE","3.975","0.014",
"EJSO","EJSO-EUR J SURG ONC","0748-7983","1532-2157","ONCOLOGY - SCIE","3.959","0.017",
"JOURNAL OF MAGNETIC RESONANCE IMAGING","J MAGN RESON IMAGING","1053-1807","1522-2586","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.954","0.025",
"Biomedical Optics Express","BIOMED OPT EXPRESS","2156-7085","2156-7085","BIOCHEMICAL RESEARCH METHODS - SCIE","3.921","0.025",
"Biomedical Optics Express","BIOMED OPT EXPRESS","2156-7085","2156-7085","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.921","0.025",
"Biotechnology Journal","BIOTECHNOL J","1860-6768","1860-7314","BIOCHEMICAL RESEARCH METHODS - SCIE","3.912","0.01",
"JOURNAL OF ANALYTICAL AND APPLIED PYROLYSIS","J ANAL APPL PYROL","0165-2370","1873-250X","CHEMISTRY, ANALYTICAL - SCIE","3.905","0.013",
"CURRENT TREATMENT OPTIONS IN ONCOLOGY","CURR TREAT OPTION ON","1527-2729","1534-6277","ONCOLOGY - SCIE","3.9","0.004",
"INTERNATIONAL JOURNAL OF ONCOLOGY","INT J ONCOL","1019-6439","1791-2423","ONCOLOGY - SCIE","3.899","0.021",
"NEUROCHEMISTRY INTERNATIONAL","NEUROCHEM INT","0197-0186","1872-9754","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.881","0.008",
"PROTEIN SCIENCE","PROTEIN SCI","0961-8368","1469-896X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.876","0.018",
"EXPERT REVIEWS IN MOLECULAR MEDICINE","EXPERT REV MOL MED","1462-3994","1462-3994","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.875","0.001",
"BREAST CANCER RESEARCH AND TREATMENT","BREAST CANCER RES TR","0167-6806","1573-7217","ONCOLOGY - SCIE","3.831","0.03",
"Current Oncology Reports","CURR ONCOL REP","1523-3790","1534-6269","ONCOLOGY - SCIE","3.828","0.004",
"INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY","INSECT BIOCHEM MOLEC","0965-1748","1879-0240","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.827","0.008",
"CHINESE JOURNAL OF CHEMISTRY","CHINESE J CHEM","1001-604X","1614-7065","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.826","0.005",
"MOLECULAR CARCINOGENESIS","MOL CARCINOGEN","0899-1987","1098-2744","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.825","0.008",
"MOLECULAR CARCINOGENESIS","MOL CARCINOGEN","0899-1987","1098-2744","ONCOLOGY - SCIE","3.825","0.008",
"JOURNAL OF STEROID BIOCHEMISTRY AND MOLECULAR BIOLOGY","J STEROID BIOCHEM","0960-0760","1879-1220","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.813","0.013",
"METHODS","METHODS","1046-2023","1095-9130","BIOCHEMICAL RESEARCH METHODS - SCIE","3.812","0.025",
"METHODS","METHODS","1046-2023","1095-9130","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.812","0.025",
"JOURNAL OF ELECTROANALYTICAL CHEMISTRY","J ELECTROANAL CHEM","1572-6657","1873-2569","CHEMISTRY, ANALYTICAL - SCIE","3.807","0.02",
"ORGANOMETALLICS","ORGANOMETALLICS","0276-7333","1520-6041","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","3.804","0.03",
"FARADAY DISCUSSIONS","FARADAY DISCUSS","1359-6640","1364-5498","CHEMISTRY, PHYSICAL - SCIE","3.797","0.015",
"Metallomics","METALLOMICS","1756-5901","1756-591X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.796","0.009",
"Biology-Basel","BIOLOGY-BASEL","N/A","2079-7737","BIOLOGY - SCIE","3.796","0.003",
"CANCER CYTOPATHOLOGY","CANCER CYTOPATHOL","1934-662X","1934-6638","ONCOLOGY - SCIE","3.787","0.005",
"JOURNAL OF NATURAL PRODUCTS","J NAT PROD","0163-3864","1520-6025","CHEMISTRY, MEDICINAL - SCIE","3.782","0.019",
"Cancer Research and Treatment","CANCER RES TREAT","1598-2998","2005-9256","ONCOLOGY - SCIE","3.761","0.006",
"BREAST","BREAST","0960-9776","1532-3080","ONCOLOGY - SCIE","3.754","0.01",
"COMPUTERIZED MEDICAL IMAGING AND GRAPHICS","COMPUT MED IMAG GRAP","0895-6111","1879-0771","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.75","0.003",
"JOURNAL OF SUPERCRITICAL FLUIDS","J SUPERCRIT FLUID","0896-8446","1872-8162","CHEMISTRY, PHYSICAL - SCIE","3.744","0.01",
"Current Topics in Membranes","CURR TOP MEMBR","1063-5823","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.744","0.002",
"INTERNATIONAL JOURNAL OF ENERGY RESEARCH","INT J ENERG RES","0363-907X","1099-114X","NUCLEAR SCIENCE & TECHNOLOGY - SCIE","3.741","0.007",
"Surfaces and Interfaces","SURF INTERFACES","2468-0230","2468-0230","CHEMISTRY, PHYSICAL - SCIE","3.724","0.001",
"CHEMICO-BIOLOGICAL INTERACTIONS","CHEM-BIOL INTERACT","0009-2797","1872-7786","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.723","0.012",
"JOURNAL OF FOOD COMPOSITION AND ANALYSIS","J FOOD COMPOS ANAL","0889-1575","1096-0481","CHEMISTRY, APPLIED - SCIE","3.721","0.006",
"ACTA ONCOLOGICA","ACTA ONCOL","0284-186X","1651-226X","ONCOLOGY - SCIE","3.701","0.013",
"JOURNAL OF DIGITAL IMAGING","J DIGIT IMAGING","0897-1889","1618-727X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.697","0.004",
"Biomedical Journal","BIOMED J","2319-4170","2320-2890","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.697","0.002",
"MOLECULAR PLANT-MICROBE INTERACTIONS","MOL PLANT MICROBE IN","0894-0282","1943-7706","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.696","0.008",
"Frontiers in Chemistry","FRONT CHEM","2296-2646","2296-2646","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.693","0.01",
"JOURNAL OF ETHNOPHARMACOLOGY","J ETHNOPHARMACOL","0378-8741","1872-7573","CHEMISTRY, MEDICINAL - SCIE","3.69","0.023",
"Molecular Catalysis","MOL CATAL","2468-8231","2468-8231","CHEMISTRY, PHYSICAL - SCIE","3.687","0.005",
"Pigment Cell & Melanoma Research","PIGM CELL MELANOMA R","1755-1471","1755-148X","ONCOLOGY - SCIE","3.683","0.006",
"INTERNATIONAL JOURNAL OF BIOCHEMISTRY & CELL BIOLOGY","INT J BIOCHEM CELL B","1357-2725","1878-5875","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.673","0.013",
"CANCER BIOLOGY & THERAPY","CANCER BIOL THER","1538-4047","1555-8576","ONCOLOGY - SCIE","3.659","0.008",
"EUROPEAN JOURNAL OF HUMAN GENETICS","EUR J HUM GENET","1018-4813","1476-5438","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.657","0.02",
"JOURNAL OF CANCER RESEARCH AND CLINICAL ONCOLOGY","J CANCER RES CLIN","0171-5216","1432-1335","ONCOLOGY - SCIE","3.656","0.011",
"MOLECULAR IMMUNOLOGY","MOL IMMUNOL","0161-5890","1872-9142","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.641","0.014",
"Nanotechnology Reviews","NANOTECHNOL REV","2191-9089","2191-9097","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.639","0.001",
"ANALYTICAL AND BIOANALYTICAL CHEMISTRY","ANAL BIOANAL CHEM","1618-2642","1618-2650","BIOCHEMICAL RESEARCH METHODS - SCIE","3.637","0.033",
"ANALYTICAL AND BIOANALYTICAL CHEMISTRY","ANAL BIOANAL CHEM","1618-2642","1618-2650","CHEMISTRY, ANALYTICAL - SCIE","3.637","0.033",
"MAGNETIC RESONANCE IN MEDICINE","MAGN RESON MED","0740-3194","1522-2594","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.635","0.03",
"Journal of Flow Chemistry","J FLOW CHEM","2062-249X","2063-0212","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.622","0.001",
"Expert Review of Proteomics","EXPERT REV PROTEOMIC","1478-9450","1744-8387","BIOCHEMICAL RESEARCH METHODS - SCIE","3.614","0.004",
"CATALYSIS COMMUNICATIONS","CATAL COMMUN","1566-7367","1873-3905","CHEMISTRY, PHYSICAL - SCIE","3.612","0.013",
"MOLECULAR AND CELLULAR BIOLOGY","MOL CELL BIOL","0270-7306","1098-5549","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.611","0.023",
"Plant Methods","PLANT METHODS","N/A","1746-4811","BIOCHEMICAL RESEARCH METHODS - SCIE","3.61","0.005",
"Future Medicinal Chemistry","FUTURE MED CHEM","1756-8919","1756-8927","CHEMISTRY, MEDICINAL - SCIE","3.607","0.007",
"JOURNAL OF BIOCHEMICAL AND MOLECULAR TOXICOLOGY","J BIOCHEM MOL TOXIC","1095-6670","1099-0461","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.606","0.002",
"MICROCHEMICAL JOURNAL","MICROCHEM J","0026-265X","1095-9149","CHEMISTRY, ANALYTICAL - SCIE","3.594","0.01",
"PLANT SCIENCE","PLANT SCI","0168-9452","1873-2259","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.591","0.014",
"Insights into Imaging","INSIGHTS IMAGING","1869-4101","1869-4101","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.579","0.003",
"INTERNATIONAL JOURNAL OF HYPERTHERMIA","INT J HYPERTHER","0265-6736","1464-5157","ONCOLOGY - SCIE","3.574","0.005",
"INTERNATIONAL JOURNAL OF HYPERTHERMIA","INT J HYPERTHER","0265-6736","1464-5157","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.574","0.005",
"Expert Review of Anticancer Therapy","EXPERT REV ANTICANC","1473-7140","1744-8328","ONCOLOGY - SCIE","3.573","0.005",
"Journal of Cancer","J CANCER","1837-9664","1837-9664","ONCOLOGY - SCIE","3.565","0.014",
"Translational Oncology","TRANSL ONCOL","1936-5233","1936-5233","ONCOLOGY - SCIE","3.558","0.006",
"LANGMUIR","LANGMUIR","0743-7463","1520-5827","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.557","0.081",
"LANGMUIR","LANGMUIR","0743-7463","1520-5827","CHEMISTRY, PHYSICAL - SCIE","3.557","0.081",
"Journal of Oncology Practice","J ONCOL PRACT","1554-7477","1935-469X","ONCOLOGY - SCIE","3.551","0.014",
"Clinical Lung Cancer","CLIN LUNG CANCER","1525-7304","1938-0690","ONCOLOGY - SCIE","3.55","0.007",
"YALE JOURNAL OF BIOLOGY AND MEDICINE","YALE J BIOL MED","0044-0086","1551-4056","BIOLOGY - SCIE","3.549","0.003",
"SEMINARS IN NUCLEAR MEDICINE","SEMIN NUCL MED","0001-2998","1558-4623","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.544","0.002",
"INVESTIGATIONAL NEW DRUGS","INVEST NEW DRUG","0167-6997","1573-0646","ONCOLOGY - SCIE","3.525","0.007",
"Catalysts","CATALYSTS","N/A","2073-4344","CHEMISTRY, PHYSICAL - SCIE","3.52","0.01",
"Journal of Saudi Chemical Society","J SAUDI CHEM SOC","1319-6103","2212-4640","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.517","0.004",
"Interface Focus","INTERFACE FOCUS","2042-8898","2042-8901","BIOLOGY - SCIE","3.514","0.005",
"JOURNAL OF ANALYTICAL TOXICOLOGY","J ANAL TOXICOL","0146-4760","1945-2403","CHEMISTRY, ANALYTICAL - SCIE","3.513","0.005",
"Biochimica et Biophysica Acta-Gene Regulatory Mechanisms","BBA-GENE REGUL MECH","1874-9399","1876-4320","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.51","0.012",
"Journal of Proteomics","J PROTEOMICS","1874-3919","1876-7737","BIOCHEMICAL RESEARCH METHODS - SCIE","3.509","0.018",
"JOURNAL OF ANALYTICAL ATOMIC SPECTROMETRY","J ANAL ATOM SPECTROM","0267-9477","1364-5544","CHEMISTRY, ANALYTICAL - SCIE","3.498","0.01",
"MOLECULAR PHYLOGENETICS AND EVOLUTION","MOL PHYLOGENET EVOL","1055-7903","1095-9513","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.496","0.025",
"Experimental Hematology & Oncology","EXP HEMATOL ONCOL","N/A","2162-3619","ONCOLOGY - SCIE","3.492","0.001",
"Cancer Medicine","CANCER MED-US","2045-7634","2045-7634","ONCOLOGY - SCIE","3.491","0.018",
"Cancer Prevention Research","CANCER PREV RES","1940-6207","1940-6215","ONCOLOGY - SCIE","3.473","0.008",
"Expert Opinion on Drug Metabolism & Toxicology","EXPERT OPIN DRUG MET","1742-5255","1744-7607","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.47","0.006",
"BIOCHIMICA ET BIOPHYSICA ACTA-BIOENERGETICS","BBA-BIOENERGETICS","0005-2728","1879-2650","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.465","0.015",
"CELLULAR & MOLECULAR BIOLOGY LETTERS","CELL MOL BIOL LETT","1425-8153","1689-1392","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.451","0.002",
"GENES CHROMOSOMES & CANCER","GENE CHROMOSOME CANC","1045-2257","1098-2264","ONCOLOGY - SCIE","3.444","0.006",
"CHROMOSOMA","CHROMOSOMA","0009-5915","1432-0886","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.442","0.004",
"JOURNAL OF PHYSICS AND CHEMISTRY OF SOLIDS","J PHYS CHEM SOLIDS","0022-3697","1879-2553","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.442","0.008",
"Reaction Chemistry & Engineering","REACT CHEM ENG","2058-9883","2058-9883","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.441","0.002",
"Cancer Biomarkers","CANCER BIOMARK","1574-0153","1875-8592","ONCOLOGY - SCIE","3.436","0.005",
"COMPUTERS IN BIOLOGY AND MEDICINE","COMPUT BIOL MED","0010-4825","1879-0534","BIOLOGY - SCIE","3.434","0.011",
"PHYSICAL CHEMISTRY CHEMICAL PHYSICS","PHYS CHEM CHEM PHYS","1463-9076","1463-9084","CHEMISTRY, PHYSICAL - SCIE","3.43","0.174",
"Journal of Biological Engineering","J BIOL ENG","1754-1611","1754-1611","BIOCHEMICAL RESEARCH METHODS - SCIE","3.429","0.002",
"BIOCHIMICA ET BIOPHYSICA ACTA-GENERAL SUBJECTS","BBA-GEN SUBJECTS","0304-4165","1872-8006","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.422","0.02",
"MOLECULAR MICROBIOLOGY","MOL MICROBIOL","0950-382X","1365-2958","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.418","0.024",
"ACS Earth and Space Chemistry","ACS EARTH SPACE CHEM","2472-3452","2472-3452","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.418","0.002",
"ONCOLOGY REPORTS","ONCOL REP","1021-335X","1791-2431","ONCOLOGY - SCIE","3.417","0.03",
"MACROMOLECULAR BIOSCIENCE","MACROMOL BIOSCI","1616-5187","1616-5195","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.416","0.006",
"BIOCHIMIE","BIOCHIMIE","0300-9084","1638-6183","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.413","0.012",
"CHROMOSOME RESEARCH","CHROMOSOME RES","0967-3849","1573-6849","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.413","0.002",
"BIOCHIMICA ET BIOPHYSICA ACTA-BIOMEMBRANES","BBA-BIOMEMBRANES","0005-2736","1879-2642","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.411","0.02",
"INTERMETALLICS","INTERMETALLICS","0966-9795","1879-0216","CHEMISTRY, PHYSICAL - SCIE","3.398","0.01",
"ARCHIVES OF BIOCHEMISTRY AND BIOPHYSICS","ARCH BIOCHEM BIOPHYS","0003-9861","1096-0384","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.391","0.013",
"ChemNanoMat","CHEMNANOMAT","2199-692X","2199-692X","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.384","0.004",
"EXPERIMENTAL CELL RESEARCH","EXP CELL RES","0014-4827","1090-2422","ONCOLOGY - SCIE","3.383","0.018",
"AMERICAN JOURNAL OF NEURORADIOLOGY","AM J NEURORADIOL","0195-6108","1936-959X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.381","0.027",
"ACS Combinatorial Science","ACS COMB SCI","2156-8952","2156-8944","CHEMISTRY, APPLIED - SCIE","3.381","0.004",
"ACS Combinatorial Science","ACS COMB SCI","2156-8952","2156-8944","CHEMISTRY, MEDICINAL - SCIE","3.381","0.004",
"ACS Combinatorial Science","ACS COMB SCI","2156-8952","2156-8944","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.381","0.004",
"American Journal of Translational Research","AM J TRANSL RES","1943-8141","1943-8141","ONCOLOGY - SCIE","3.375","0.014",
"JOURNAL OF NUCLEAR CARDIOLOGY","J NUCL CARDIOL","1071-3581","1532-6551","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.366","0.005",
"OncoTargets and Therapy","ONCOTARGETS THER","1178-6930","1178-6930","ONCOLOGY - SCIE","3.337","0.022",
"CURRENT OPINION IN ONCOLOGY","CURR OPIN ONCOL","1040-8746","1531-703X","ONCOLOGY - SCIE","3.336","0.004",
"Molecular BioSystems","MOL BIOSYST","1742-206X","1742-2051","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.336","0.012",
"REACTIVE & FUNCTIONAL POLYMERS","REACT FUNCT POLYM","1381-5148","1873-166X","CHEMISTRY, APPLIED - SCIE","3.333","0.005",
"COMMENTS ON INORGANIC CHEMISTRY","COMMENT INORG CHEM","0260-3594","1548-9574","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","3.333","0",
"Molecular Systems Design & Engineering","MOL SYST DES ENG","2058-9689","2058-9689","CHEMISTRY, PHYSICAL - SCIE","3.323","0.002",
"MEDICAL PHYSICS","MED PHYS","0094-2405","2473-4209","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.317","0.027",
"DNA AND CELL BIOLOGY","DNA CELL BIOL","1044-5498","1557-7430","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.314","0.004",
"NITRIC OXIDE-BIOLOGY AND CHEMISTRY","NITRIC OXIDE-BIOL CH","1089-8603","1089-8611","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.311","0.005",
"JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY A-CHEMISTRY","J PHOTOCH PHOTOBIO A","1010-6030","1873-2666","CHEMISTRY, PHYSICAL - SCIE","3.306","0.011",
"Journal of Gynecologic Oncology","J GYNECOL ONCOL","2005-0380","2005-0399","ONCOLOGY - SCIE","3.304","0.004",
"PLANT MOLECULAR BIOLOGY","PLANT MOL BIOL","0167-4412","1573-5028","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.302","0.009",
"Frontiers of Medicine","FRONT MED-PRC","2095-0217","2095-0225","ONCOLOGY - SCIE","3.297","0.003",
"Annals of Translational Medicine","ANN TRANSL MED","2305-5839","2305-5847","ONCOLOGY - SCIE","3.297","0.014",
"Journal of Cancer Survivorship","J CANCER SURVIV","1932-2259","1932-2267","ONCOLOGY - SCIE","3.296","0.007",
"Sustainable Chemistry and Pharmacy","SUSTAIN CHEM PHARM","N/A","2352-5541","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.294","0.001",
"JOURNAL OF MAMMARY GLAND BIOLOGY AND NEOPLASIA","J MAMMARY GLAND BIOL","1083-3021","1573-7039","ONCOLOGY - SCIE","3.293","0.001",
"NEW JOURNAL OF CHEMISTRY","NEW J CHEM","1144-0546","1369-9261","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.288","0.044",
"Green Chemistry Letters and Reviews","GREEN CHEM LETT REV","1751-8253","1751-7192","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.286","0.001",
"Current Molecular Pharmacology","CURR MOL PHARMACOL","1874-4672","1874-4702","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.283","0.001",
"Cancer Genomics & Proteomics","CANCER GENOM PROTEOM","1109-6535","1790-6245","ONCOLOGY - SCIE","3.28","0.001",
"SENSORS","SENSORS-BASEL","N/A","1424-8220","CHEMISTRY, ANALYTICAL - SCIE","3.275","0.084",
"BIOINORGANIC CHEMISTRY AND APPLICATIONS","BIOINORG CHEM APPL","1565-3633","1687-479X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.273","0.001",
"BIOINORGANIC CHEMISTRY AND APPLICATIONS","BIOINORG CHEM APPL","1565-3633","1687-479X","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","3.273","0.001",
"BIOLOGICAL CHEMISTRY","BIOL CHEM","1431-6730","1437-4315","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.27","0.007",
