"Journal Data Filtered By:  Selected Categories: Multiple Selected Editions: SCIE;SSCI Selected JCR Year: 2000 Selected Category Schema: WOS Selected Open Access: N Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,2000 JIF,Eigenfactor
"BIOCHEMISTRY AND CELL BIOLOGY-BIOCHIMIE ET BIOLOGIE CELLULAIRE","BIOCHEM CELL BIOL","0829-8211","1208-6002","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.937","N/A",
"PERSPECTIVES IN DRUG DISCOVERY AND DESIGN","PERSPECT DRUG DISCOV","0928-2866","N/A","CHEMISTRY, MEDICINAL - SCIE","1.934","N/A",
"CATALYSIS TODAY","CATAL TODAY","0920-5861","1873-4308","CHEMISTRY, APPLIED - SCIE","1.933","N/A",
"CATALYSIS TODAY","CATAL TODAY","0920-5861","1873-4308","CHEMISTRY, PHYSICAL - SCIE","1.933","N/A",
"BIOORGANIC & MEDICINAL CHEMISTRY LETTERS","BIOORG MED CHEM LETT","0960-894X","1464-3405","CHEMISTRY, MEDICINAL - SCIE","1.927","N/A",
"INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY","INSECT BIOCHEM MOLEC","0965-1748","1879-0240","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.92","N/A",
"JOURNAL OF RECEPTOR AND SIGNAL TRANSDUCTION RESEARCH","J RECEPT SIGNAL TR R","1079-9893","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.915","N/A",
"NMR IN BIOMEDICINE","NMR BIOMED","0952-3480","1099-1492","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.914","N/A",
"QUARTERLY JOURNAL OF NUCLEAR MEDICINE","Q J NUCL MED","0392-0208","N/A","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.91","N/A",
"ADVANCES IN QUANTUM CHEMISTRY","ADV QUANTUM CHEM","0065-3276","2162-8815","CHEMISTRY, PHYSICAL - SCIE","1.906","N/A",
"JOURNAL OF COMPUTATIONAL BIOLOGY","J COMPUT BIOL","1066-5277","1557-8666","BIOCHEMICAL RESEARCH METHODS - SCIE","1.9","N/A",
"JOURNAL OF COMPUTATIONAL BIOLOGY","J COMPUT BIOL","1066-5277","1557-8666","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.9","N/A",
"ISRAEL JOURNAL OF CHEMISTRY","ISRAEL J CHEM","0021-2148","N/A","CHEMISTRY, MULTIDISCIPLINARY - SCIE","1.897","N/A",
"MECHANISMS OF AGEING AND DEVELOPMENT","MECH AGEING DEV","0047-6374","1872-6216","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.897","N/A",
"JOURNAL OF NATURAL PRODUCTS","J NAT PROD","0163-3864","1520-6025","CHEMISTRY, APPLIED - SCIE","1.878","N/A",
"JOURNAL OF NATURAL PRODUCTS","J NAT PROD","0163-3864","1520-6025","CHEMISTRY, MEDICINAL - SCIE","1.878","N/A",
"METHODS-A COMPANION TO METHODS IN ENZYMOLOGY","METHODS","1046-2023","1095-9130","BIOCHEMICAL RESEARCH METHODS - SCIE","1.867","N/A",
"METHODS-A COMPANION TO METHODS IN ENZYMOLOGY","METHODS","1046-2023","1095-9130","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.867","N/A",
"PEPTIDES","PEPTIDES","0196-9781","1873-5169","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.867","N/A",
"AMERICAN JOURNAL OF ROENTGENOLOGY","AM J ROENTGENOL","0361-803X","1546-3141","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.863","N/A",
"MELANOMA RESEARCH","MELANOMA RES","0960-8931","1473-5636","ONCOLOGY - SCIE","1.862","N/A",
"NEUROCHEMICAL RESEARCH","NEUROCHEM RES","0364-3190","1573-6903","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.858","N/A",
"JOURNAL OF NUCLEAR CARDIOLOGY","J NUCL CARDIOL","1071-3581","1532-6551","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.854","N/A",
"ANALYTICA CHIMICA ACTA","ANAL CHIM ACTA","0003-2670","1873-4324","CHEMISTRY, ANALYTICAL - SCIE","1.849","N/A",
"BIOCHIMICA ET BIOPHYSICA ACTA-GENERAL SUBJECTS","BBA-GEN SUBJECTS","0304-4165","1872-8006","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.849","N/A",
"JOURNAL OF THE CHEMICAL SOCIETY-FARADAY TRANSACTIONS","J CHEM SOC FARADAY T","0956-5000","N/A","CHEMISTRY, PHYSICAL - SCIE","1.848","N/A",
"CLINICAL & EXPERIMENTAL METASTASIS","CLIN EXP METASTAS","0262-0898","1573-7276","ONCOLOGY - SCIE","1.845","N/A",
"BULLETIN OF THE CHEMICAL SOCIETY OF JAPAN","B CHEM SOC JPN","0009-2673","1348-0634","CHEMISTRY, MULTIDISCIPLINARY - SCIE","1.834","N/A",
"PLANTA MEDICA","PLANTA MED","0032-0943","1439-0221","CHEMISTRY, MEDICINAL - SCIE","1.831","N/A",
"STEROIDS","STEROIDS","0039-128X","1878-5867","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.831","N/A",
"DNA AND CELL BIOLOGY","DNA CELL BIOL","1044-5498","1557-7430","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.827","N/A",
"JOURNAL OF BIOMOLECULAR STRUCTURE & DYNAMICS","J BIOMOL STRUCT DYN","0739-1102","1538-0254","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.826","N/A",
"CANCER SURVEYS","CANCER SURV","0261-2429","N/A","ONCOLOGY - SCIE","1.824","N/A",
"ULTRASOUND IN MEDICINE AND BIOLOGY","ULTRASOUND MED BIOL","0301-5629","1879-291X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.822","N/A",
"ANALYST","ANALYST","0003-2654","1364-5528","CHEMISTRY, ANALYTICAL - SCIE","1.818","N/A",
"LIFE SCIENCES","LIFE SCI","0024-3205","1879-0631","BIOLOGY - SCIE","1.808","N/A",
"JOURNAL OF CHROMATOGRAPHY B","J CHROMATOGR B","0378-4347","1873-376X","BIOCHEMICAL RESEARCH METHODS - SCIE","1.802","N/A",
"JOURNAL OF CHROMATOGRAPHY B","J CHROMATOGR B","0378-4347","1873-376X","CHEMISTRY, ANALYTICAL - SCIE","1.802","N/A",
"BIOORGANIC & MEDICINAL CHEMISTRY","BIOORGAN MED CHEM","0968-0896","1464-3391","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.799","N/A",
"BIOORGANIC & MEDICINAL CHEMISTRY","BIOORGAN MED CHEM","0968-0896","1464-3391","CHEMISTRY, MEDICINAL - SCIE","1.799","N/A",
"MARINE CHEMISTRY","MAR CHEM","0304-4203","1872-7581","CHEMISTRY, MULTIDISCIPLINARY - SCIE","1.798","N/A",
"SAR AND QSAR IN ENVIRONMENTAL RESEARCH","SAR QSAR ENVIRON RES","1062-936X","1029-046X","CHEMISTRY, MULTIDISCIPLINARY - SCIE","1.796","N/A",
"SAR AND QSAR IN ENVIRONMENTAL RESEARCH","SAR QSAR ENVIRON RES","1062-936X","1029-046X","CHEMISTRY, PHYSICAL - SCIE","1.796","N/A",
"MICROPOROUS AND MESOPOROUS MATERIALS","MICROPOR MESOPOR MAT","1387-1811","1873-3093","CHEMISTRY, APPLIED - SCIE","1.794","N/A",
"MICROPOROUS AND MESOPOROUS MATERIALS","MICROPOR MESOPOR MAT","1387-1811","1873-3093","CHEMISTRY, PHYSICAL - SCIE","1.794","N/A",
"ULTRASONIC IMAGING","ULTRASONIC IMAGING","0161-7346","1096-0910","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.794","N/A",
"JOURNAL OF CANCER RESEARCH AND CLINICAL ONCOLOGY","J CANCER RES CLIN","0171-5216","1432-1335","ONCOLOGY - SCIE","1.789","N/A",
"JOURNAL OF THE CHEMICAL SOCIETY-PERKIN TRANSACTIONS 2","J CHEM SOC PERK T 2","1472-779X","N/A","CHEMISTRY, PHYSICAL - SCIE","1.77","N/A",
"LIPIDS","LIPIDS","0024-4201","1558-9307","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.769","N/A",
"JOURNAL OF MOLECULAR NEUROSCIENCE","J MOL NEUROSCI","0895-8696","1559-1166","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.765","N/A",
"CATALYSIS LETTERS","CATAL LETT","1011-372X","1572-879X","CHEMISTRY, PHYSICAL - SCIE","1.762","N/A",
"GLYCOCONJUGATE JOURNAL","GLYCOCONJUGATE J","0282-0080","1573-4986","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.757","N/A",
"BIOTECHNIQUES","BIOTECHNIQUES","0736-6205","1940-9818","BIOCHEMICAL RESEARCH METHODS - SCIE","1.756","N/A",
"BIOTECHNIQUES","BIOTECHNIQUES","0736-6205","1940-9818","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.756","N/A",
"MICROSCOPY RESEARCH AND TECHNIQUE","MICROSC RES TECHNIQ","1059-910X","1097-0029","BIOLOGY - SCIE","1.746","N/A",
"CLINICAL CHEMISTRY AND LABORATORY MEDICINE","CLIN CHEM LAB MED","1434-6621","1437-4331","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.744","N/A",
"MOLECULAR AND CELLULAR PROBES","MOL CELL PROBE","0890-8508","1096-1194","BIOCHEMICAL RESEARCH METHODS - SCIE","1.744","N/A",
"MOLECULAR AND CELLULAR PROBES","MOL CELL PROBE","0890-8508","1096-1194","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.744","N/A",
"JOURNAL OF ENZYME INHIBITION","J ENZYM INHIB","8755-5093","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.733","N/A",
"THERAPEUTIC DRUG MONITORING","THER DRUG MONIT","0163-4356","1536-3694","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.732","N/A",
"JOURNAL OF VASCULAR AND INTERVENTIONAL RADIOLOGY","J VASC INTERV RADIOL","1051-0443","1535-7732","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.729","N/A",
"CHROMOSOME RESEARCH","CHROMOSOME RES","0967-3849","1573-6849","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.725","N/A",
"ULTRASOUND IN OBSTETRICS & GYNECOLOGY","ULTRASOUND OBST GYN","0960-7692","1469-0705","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.725","N/A",
"CANCER CYTOPATHOLOGY","CANCER CYTOPATHOL","0008-543X","1934-6638","ONCOLOGY - SCIE","1.716","N/A",
"CARBON","CARBON","0008-6223","1873-3891","CHEMISTRY, PHYSICAL - SCIE","1.715","N/A",
"CHEMICO-BIOLOGICAL INTERACTIONS","CHEM-BIOL INTERACT","0009-2797","1872-7786","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.707","N/A",
"CHEMICO-BIOLOGICAL INTERACTIONS","CHEM-BIOL INTERACT","0009-2797","1872-7786","BIOLOGY - SCIE","1.707","N/A",
"CHEMICO-BIOLOGICAL INTERACTIONS","CHEM-BIOL INTERACT","0009-2797","1872-7786","CHEMISTRY, MEDICINAL - SCIE","1.707","N/A",
"CHEMICO-BIOLOGICAL INTERACTIONS","CHEM-BIOL INTERACT","0009-2797","1872-7786","CHEMISTRY, MULTIDISCIPLINARY - SCIE","1.707","N/A",
"JOURNAL OF ELECTROANALYTICAL CHEMISTRY","J ELECTROANAL CHEM","0022-0728","1873-2569","CHEMISTRY, ANALYTICAL - SCIE","1.7","N/A",
"EUROPEAN CYTOKINE NETWORK","EUR CYTOKINE NETW","1148-5493","1952-4005","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.693","N/A",
"ORAL ONCOLOGY","ORAL ONCOL","0964-1955","1879-0593","ONCOLOGY - SCIE","1.69","N/A",
"BIOCHIMICA ET BIOPHYSICA ACTA-PROTEIN STRUCTURE AND MOLECULAR ENZYMOLOGY","BBA-PROTEIN STRUCT M","0167-4838","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.687","N/A",
"DIAGNOSTIC MOLECULAR PATHOLOGY","DIAGN MOL PATHOL","1052-9551","1533-4066","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.679","N/A",
"PROGRESS IN REACTION KINETICS AND MECHANISM","PROG REACT KINET MEC","0079-6743","1471-406X","CHEMISTRY, PHYSICAL - SCIE","1.667","N/A",
"JOURNAL OF MOLECULAR CATALYSIS A-CHEMICAL","J MOL CATAL A-CHEM","1381-1169","1873-314X","CHEMISTRY, PHYSICAL - SCIE","1.659","N/A",
"PHYSICAL CHEMISTRY CHEMICAL PHYSICS","PHYS CHEM CHEM PHYS","1463-9076","1463-9084","CHEMISTRY, PHYSICAL - SCIE","1.653","N/A",
"BIOSPECTROSCOPY","BIOSPECTROSCOPY","1075-4261","N/A","BIOCHEMICAL RESEARCH METHODS - SCIE","1.65","N/A",
"SEMINARS IN SURGICAL ONCOLOGY","SEMIN SURG ONCOL","8756-0437","N/A","ONCOLOGY - SCIE","1.65","N/A",
"CHEMISTRY LETTERS","CHEM LETT","0366-7022","1348-0715","CHEMISTRY, MULTIDISCIPLINARY - SCIE","1.633","N/A",
"JOURNAL OF ORGANOMETALLIC CHEMISTRY","J ORGANOMET CHEM","0022-328X","1872-8561","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","1.632","N/A",
"TUMOR BIOLOGY","TUMOR BIOL","1010-4283","1423-0380","ONCOLOGY - SCIE","1.626","N/A",
"CANCER GENETICS AND CYTOGENETICS","CANCER GENET CYTOGEN","0165-4608","N/A","ONCOLOGY - SCIE","1.625","N/A",
"CHROMATOGRAPHIA","CHROMATOGRAPHIA","0009-5893","1612-1112","BIOCHEMICAL RESEARCH METHODS - SCIE","1.619","N/A",
"CHROMATOGRAPHIA","CHROMATOGRAPHIA","0009-5893","1612-1112","CHEMISTRY, ANALYTICAL - SCIE","1.619","N/A",
"CONCEPTS IN MAGNETIC RESONANCE","CONCEPT MAGNETIC RES","1043-7347","N/A","CHEMISTRY, MULTIDISCIPLINARY - SCIE","1.619","N/A",
"CONCEPTS IN MAGNETIC RESONANCE","CONCEPT MAGNETIC RES","1043-7347","N/A","CHEMISTRY, PHYSICAL - SCIE","1.619","N/A",
"JOURNAL OF MOLECULAR RECOGNITION","J MOL RECOGNIT","0952-3499","1099-1352","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.614","N/A",
"CARBOHYDRATE RESEARCH","CARBOHYD RES","0008-6215","1873-426X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.606","N/A",
"CARBOHYDRATE RESEARCH","CARBOHYD RES","0008-6215","1873-426X","CHEMISTRY, APPLIED - SCIE","1.606","N/A",
"CHIRALITY","CHIRALITY","0899-0042","1520-636X","CHEMISTRY, ANALYTICAL - SCIE","1.603","N/A",
"CHIRALITY","CHIRALITY","0899-0042","1520-636X","CHEMISTRY, MEDICINAL - SCIE","1.603","N/A",
"BRAIN TOPOGRAPHY","BRAIN TOPOGR","0896-0267","1573-6792","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.596","N/A",
"JOURNAL OF ANALYTICAL TOXICOLOGY","J ANAL TOXICOL","0146-4760","1945-2403","CHEMISTRY, ANALYTICAL - SCIE","1.592","N/A",
"ADVANCES IN SECOND MESSENGER AND PHOSPHOPROTEIN RESEARCH","ADV SEC MESS PHOSPH","1040-7952","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.591","N/A",
"JOURNAL OF NEURO-ONCOLOGY","J NEURO-ONCOL","0167-594X","1573-7373","ONCOLOGY - SCIE","1.581","N/A",
"NUCLEAR MEDICINE AND BIOLOGY","NUCL MED BIOL","0969-8051","1872-9614","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.58","N/A",
"BIOPHYSICAL CHEMISTRY","BIOPHYS CHEM","0301-4622","1873-4200","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.578","N/A",
"BIOPHYSICAL CHEMISTRY","BIOPHYS CHEM","0301-4622","1873-4200","CHEMISTRY, PHYSICAL - SCIE","1.578","N/A",
"APPLIED CATALYSIS A-GENERAL","APPL CATAL A-GEN","0926-860X","1873-3875","CHEMISTRY, PHYSICAL - SCIE","1.576","N/A",
"ANTI-CANCER DRUGS","ANTI-CANCER DRUG","0959-4973","1473-5741","ONCOLOGY - SCIE","1.57","N/A",
"PROTEIN EXPRESSION AND PURIFICATION","PROTEIN EXPRES PURIF","1046-5928","1096-0279","BIOCHEMICAL RESEARCH METHODS - SCIE","1.569","N/A",
"PROTEIN EXPRESSION AND PURIFICATION","PROTEIN EXPRES PURIF","1046-5928","1096-0279","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.569","N/A",
"BIOMETALS","BIOMETALS","0966-0844","1572-8773","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.568","N/A",
"BIOMETALS","BIOMETALS","0966-0844","1572-8773","BIOLOGY - SCIE","1.568","N/A",
"INFLAMMATION RESEARCH","INFLAMM RES","1023-3830","1420-908X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.56","N/A",
"JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY","J AGR FOOD CHEM","0021-8561","1520-5118","CHEMISTRY, APPLIED - SCIE","1.56","N/A",
"APPLIED ORGANOMETALLIC CHEMISTRY","APPL ORGANOMET CHEM","0268-2605","1099-0739","CHEMISTRY, APPLIED - SCIE","1.556","N/A",
"APPLIED ORGANOMETALLIC CHEMISTRY","APPL ORGANOMET CHEM","0268-2605","1099-0739","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","1.556","N/A",
"TALANTA","TALANTA","0039-9140","1873-3573","CHEMISTRY, ANALYTICAL - SCIE","1.554","N/A",
"JOURNAL OF THEORETICAL BIOLOGY","J THEOR BIOL","0022-5193","1095-8541","BIOLOGY - SCIE","1.55","N/A",
"JOURNAL OF SURGICAL ONCOLOGY","J SURG ONCOL","0022-4790","1096-9098","ONCOLOGY - SCIE","1.541","N/A",
"HUMAN BIOLOGY","HUM BIOL","0018-7143","1534-6617","BIOLOGY - SCIE","1.532","N/A",
"BERICHTE DER BUNSEN-GESELLSCHAFT-PHYSICAL CHEMISTRY CHEMICAL PHYSICS","BER BUNSEN PHYS CHEM","0005-9021","N/A","CHEMISTRY, PHYSICAL - SCIE","1.531","N/A",
"JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY B-BIOLOGY","J PHOTOCH PHOTOBIO B","1011-1344","1873-2682","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.529","N/A",
"RADIOLOGIC CLINICS OF NORTH AMERICA","RADIOL CLIN N AM","0033-8389","1557-8275","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.529","N/A",
"SOLID STATE IONICS","SOLID STATE IONICS","0167-2738","1872-7689","CHEMISTRY, PHYSICAL - SCIE","1.529","N/A",
"CANCER INVESTIGATION","CANCER INVEST","0735-7907","1532-4192","ONCOLOGY - SCIE","1.527","N/A",
"JOURNAL OF SOLID STATE CHEMISTRY","J SOLID STATE CHEM","0022-4596","1095-726X","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","1.527","N/A",
"JOURNAL OF SOLID STATE CHEMISTRY","J SOLID STATE CHEM","0022-4596","1095-726X","CHEMISTRY, PHYSICAL - SCIE","1.527","N/A",
"CANCER LETTERS","CANCER LETT","0304-3835","1872-7980","ONCOLOGY - SCIE","1.517","N/A",
"JOURNAL OF MICROBIOLOGICAL METHODS","J MICROBIOL METH","0167-7012","1872-8359","BIOCHEMICAL RESEARCH METHODS - SCIE","1.512","N/A",
"ONCOLOGY RESEARCH","ONCOL RES","0965-0407","1555-3906","ONCOLOGY - SCIE","1.508","N/A",
"JOURNAL OF VIROLOGICAL METHODS","J VIROL METHODS","0166-0934","1879-0984","BIOCHEMICAL RESEARCH METHODS - SCIE","1.505","N/A",
"LEUKEMIA RESEARCH","LEUKEMIA RES","0145-2126","1873-5835","ONCOLOGY - SCIE","1.502","N/A",
"COMMENTS ON INORGANIC CHEMISTRY","COMMENT INORG CHEM","0260-3594","1548-9574","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","1.5","N/A",
"JOURNAL OF SUPERCRITICAL FLUIDS","J SUPERCRIT FLUID","0896-8446","1872-8162","CHEMISTRY, PHYSICAL - SCIE","1.5","N/A",
"MAIN GROUP CHEMISTRY","MAIN GROUP CHEM","1024-1221","1745-1167","CHEMISTRY, MULTIDISCIPLINARY - SCIE","1.5","N/A",
"JOURNAL OF COLLOID AND INTERFACE SCIENCE","J COLLOID INTERF SCI","0021-9797","1095-7103","CHEMISTRY, PHYSICAL - SCIE","1.494","N/A",
"INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES","INT J BIOL MACROMOL","0141-8130","1879-0003","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.492","N/A",
"JOURNAL OF COMPUTER ASSISTED TOMOGRAPHY","J COMPUT ASSIST TOMO","0363-8715","1532-3145","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.484","N/A",
"JOURNAL OF NEUROSCIENCE METHODS","J NEUROSCI METH","0165-0270","1872-678X","BIOCHEMICAL RESEARCH METHODS - SCIE","1.477","N/A",
"JOURNAL OF PEPTIDE SCIENCE","J PEPT SCI","1075-2617","1099-1387","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.471","N/A",
"JOURNAL OF PEPTIDE SCIENCE","J PEPT SCI","1075-2617","1099-1387","CHEMISTRY, ANALYTICAL - SCIE","1.471","N/A",
"SENSORS AND ACTUATORS B-CHEMICAL","SENSOR ACTUAT B-CHEM","0925-4005","0925-4005","CHEMISTRY, ANALYTICAL - SCIE","1.47","N/A",
"CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS","CHEMOMETR INTELL LAB","0169-7439","1873-3239","CHEMISTRY, ANALYTICAL - SCIE","1.462","N/A",
"SOLID STATE NUCLEAR MAGNETIC RESONANCE","SOLID STATE NUCL MAG","0926-2040","1527-3326","CHEMISTRY, PHYSICAL - SCIE","1.462","N/A",
"JOURNAL OF INORGANIC BIOCHEMISTRY","J INORG BIOCHEM","0162-0134","1873-3344","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.46","N/A",
"JOURNAL OF INORGANIC BIOCHEMISTRY","J INORG BIOCHEM","0162-0134","1873-3344","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","1.46","N/A",
"MAGNETIC RESONANCE IMAGING","MAGN RESON IMAGING","0730-725X","1873-5894","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.452","N/A",
"CELLULAR AND MOLECULAR BIOLOGY","CELL MOL BIOL","0145-5680","1165-158X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.449","N/A",
"JOURNAL OF MOLECULAR CATALYSIS B-ENZYMATIC","J MOL CATAL B-ENZYM","1381-1177","1873-3158","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.448","N/A",
"JOURNAL OF MOLECULAR CATALYSIS B-ENZYMATIC","J MOL CATAL B-ENZYM","1381-1177","1873-3158","CHEMISTRY, PHYSICAL - SCIE","1.448","N/A",
"DRUG DEVELOPMENT RESEARCH","DRUG DEVELOP RES","0272-4391","1098-2299","CHEMISTRY, MEDICINAL - SCIE","1.442","N/A",
"JOURNAL OF CHEMICAL ECOLOGY","J CHEM ECOL","0098-0331","1573-1561","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.441","N/A",
"JOURNAL OF PEPTIDE RESEARCH","J PEPT RES","1397-002X","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.439","N/A",
"JOURNAL OF TRACE AND MICROPROBE TECHNIQUES","J TRACE MICROPROBE T","0733-4680","N/A","CHEMISTRY, ANALYTICAL - SCIE","1.437","N/A",
"EUROPEAN JOURNAL OF SURGICAL ONCOLOGY","EUR J SURG ONCOL","0748-7983","N/A","ONCOLOGY - SCIE","1.434","N/A",
"JOURNAL OF LIPOSOME RESEARCH","J LIPOSOME RES","0898-2104","1532-2394","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.429","N/A",
"USPEKHI KHIMII","USP KHIM+","0042-1308","N/A","CHEMISTRY, MULTIDISCIPLINARY - SCIE","1.429","N/A",
"GENETIC ANALYSIS-BIOMOLECULAR ENGINEERING","GENET ANAL-BIOMOL E","1050-3862","N/A","BIOCHEMICAL RESEARCH METHODS - SCIE","1.422","N/A",
"FRESENIUS JOURNAL OF ANALYTICAL CHEMISTRY","FRESEN J ANAL CHEM","0937-0633","N/A","CHEMISTRY, ANALYTICAL - SCIE","1.418","N/A",
"EXPERIMENTAL AND MOLECULAR MEDICINE","EXP MOL MED","1226-3613","2092-6413","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.411","N/A",
"INVESTIGATIVE RADIOLOGY","INVEST RADIOL","0020-9996","1536-0210","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.41","N/A",
"AMINO ACIDS","AMINO ACIDS","0939-4451","1438-2199","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.408","N/A",
"JOURNAL OF MOLECULAR GRAPHICS & MODELLING","J MOL GRAPH MODEL","1093-3263","1873-4243","BIOCHEMICAL RESEARCH METHODS - SCIE","1.407","N/A",
"JOURNAL OF MOLECULAR GRAPHICS & MODELLING","J MOL GRAPH MODEL","1093-3263","1873-4243","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.407","N/A",
"LUNG CANCER","LUNG CANCER-J IASLC","0169-5002","N/A","ONCOLOGY - SCIE","1.401","N/A",
"QUANTITATIVE STRUCTURE-ACTIVITY RELATIONSHIPS","QUANT STRUCT-ACT REL","0931-8771","N/A","CHEMISTRY, MEDICINAL - SCIE","1.397","N/A",
"RADIOGRAPHICS","RADIOGRAPHICS","0271-5333","N/A","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.396","N/A",
"JOURNAL OF PEDIATRIC HEMATOLOGY ONCOLOGY","J PEDIAT HEMATOL ONC","1077-4114","1536-3678","ONCOLOGY - SCIE","1.387","N/A",
"INTERMETALLICS","INTERMETALLICS","0966-9795","1879-0216","CHEMISTRY, PHYSICAL - SCIE","1.374","N/A",
"FOOD ADDITIVES AND CONTAMINANTS","FOOD ADDIT CONTAM","0265-203X","N/A","CHEMISTRY, APPLIED - SCIE","1.368","N/A",
"FIBRINOLYSIS & PROTEOLYSIS","FIBRINOLYSIS PROTEOL","0268-9499","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.354","N/A",
"PHYSIOLOGICAL GENOMICS","PHYSIOL GENOMICS","1094-8341","1531-2267","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.353","N/A",
"EUROPEAN JOURNAL OF CANCER PREVENTION","EUR J CANCER PREV","0959-8278","1473-5709","ONCOLOGY - SCIE","1.351","N/A",
"ANTICANCER RESEARCH","ANTICANCER RES","0250-7005","1791-7530","ONCOLOGY - SCIE","1.331","N/A",
"BIOORGANIC CHEMISTRY","BIOORG CHEM","0045-2068","1090-2120","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.328","N/A",
