"Journal Data Filtered By:  Selected Categories: Multiple Selected Editions: SCIE;SSCI Selected JCR Year: 2017 Selected Category Schema: WOS Selected Open Access: N Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,2017 JIF,Eigenfactor
"JOURNAL OF CHROMATOGRAPHY A","J CHROMATOGR A","0021-9673","1873-3778","CHEMISTRY, ANALYTICAL - SCIE","3.716","0.051",
"Journal of Cancer Survivorship","J CANCER SURVIV","1932-2259","1932-2267","ONCOLOGY - SCIE","3.713","0.008",
"PLANT SCIENCE","PLANT SCI","0168-9452","1873-2259","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.712","0.015",
"Soft Matter","SOFT MATTER","1744-683X","1744-6848","CHEMISTRY, PHYSICAL - SCIE","3.709","0.084",
"Cancer Management and Research","CANCER MANAG RES","1179-1322","1179-1322","ONCOLOGY - SCIE","3.702","0.002",
"Chemistry-An Asian Journal","CHEM-ASIAN J","1861-4728","1861-471X","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.692","0.022",
"Molecular Therapy-Oncolytics","MOL THER-ONCOLYTICS","2372-7705","2372-7705","ONCOLOGY - SCIE","3.69","0.001",
"Chinese Journal of Cancer Research","CHINESE J CANCER RES","1000-9604","1993-0631","ONCOLOGY - SCIE","3.689","0.002",
"EJSO","EJSO-EUR J SURG ONC","0748-7983","1532-2157","ONCOLOGY - SCIE","3.688","0.015",
"INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES","INT J MOL SCI","1422-0067","1422-0067","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.687","0.093",
"INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES","INT J MOL SCI","1422-0067","1422-0067","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.687","0.093",
"BIOCHIMICA ET BIOPHYSICA ACTA-GENERAL SUBJECTS","BBA-GEN SUBJECTS","0304-4165","1872-8006","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.679","0.025",
"GLYCOBIOLOGY","GLYCOBIOLOGY","0959-6658","1460-2423","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.664","0.009",
"AMERICAN JOURNAL OF NEURORADIOLOGY","AM J NEURORADIOL","0195-6108","1936-959X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.653","0.03",
"CURRENT OPINION IN ONCOLOGY","CURR OPIN ONCOL","1040-8746","1531-703X","ONCOLOGY - SCIE","3.653","0.006",
"MICROPOROUS AND MESOPOROUS MATERIALS","MICROPOR MESOPOR MAT","1387-1811","1873-3093","CHEMISTRY, APPLIED - SCIE","3.649","0.026",
"MICROPOROUS AND MESOPOROUS MATERIALS","MICROPOR MESOPOR MAT","1387-1811","1873-3093","CHEMISTRY, PHYSICAL - SCIE","3.649","0.026",
"APPLIED CLAY SCIENCE","APPL CLAY SCI","0169-1317","1872-9053","CHEMISTRY, PHYSICAL - SCIE","3.641","0.013",
"JOURNAL OF ENZYME INHIBITION AND MEDICINAL CHEMISTRY","J ENZYM INHIB MED CH","1475-6366","1475-6374","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.638","0.006",
"JOURNAL OF ENZYME INHIBITION AND MEDICINAL CHEMISTRY","J ENZYM INHIB MED CH","1475-6366","1475-6374","CHEMISTRY, MEDICINAL - SCIE","3.638","0.006",
"EUROPEAN JOURNAL OF HUMAN GENETICS","EUR J HUM GENET","1018-4813","1476-5438","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.636","0.024",
"MOLECULAR IMAGING AND BIOLOGY","MOL IMAGING BIOL","1536-1632","1860-2002","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.626","0.005",
"International Review of Cell and Molecular Biology","INT REV CEL MOL BIO","1937-6448","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.622","0.005",
"JOURNAL OF MAGNETIC RESONANCE IMAGING","J MAGN RESON IMAGING","1053-1807","1522-2586","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.612","0.027",
"PHYTOMEDICINE","PHYTOMEDICINE","0944-7113","1618-095X","CHEMISTRY, MEDICINAL - SCIE","3.61","0.009",
"ASTROBIOLOGY","ASTROBIOLOGY","1531-1074","1557-8070","BIOLOGY - SCIE","3.61","0.006",
"JOURNAL OF ANALYTICAL ATOMIC SPECTROMETRY","J ANAL ATOM SPECTROM","0267-9477","1364-5544","CHEMISTRY, ANALYTICAL - SCIE","3.608","0.011",
"BREAST CANCER RESEARCH AND TREATMENT","BREAST CANCER RES TR","0167-6806","1573-7217","ONCOLOGY - SCIE","3.605","0.038",
"NEUROCHEMISTRY INTERNATIONAL","NEUROCHEM INT","0197-0186","1872-9754","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.603","0.01",
"MOLECULAR PLANT-MICROBE INTERACTIONS","MOL PLANT MICROBE IN","0894-0282","1943-7706","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.588","0.01",
"ORGANIC PROCESS RESEARCH & DEVELOPMENT","ORG PROCESS RES DEV","1083-6160","1520-586X","CHEMISTRY, APPLIED - SCIE","3.584","0.01",
"APPLIED ORGANOMETALLIC CHEMISTRY","APPL ORGANOMET CHEM","0268-2605","1099-0739","CHEMISTRY, APPLIED - SCIE","3.581","0.003",
"APPLIED ORGANOMETALLIC CHEMISTRY","APPL ORGANOMET CHEM","0268-2605","1099-0739","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","3.581","0.003",
"BIOLOGICAL PROCEDURES ONLINE","BIOL PROCED ONLINE","1480-9222","1480-9222","BIOCHEMICAL RESEARCH METHODS - SCIE","3.581","0.001",
"Proteomics Clinical Applications","PROTEOM CLIN APPL","1862-8346","1862-8354","BIOCHEMICAL RESEARCH METHODS - SCIE","3.567","0.005",
"INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY","INSECT BIOCHEM MOLEC","0965-1748","1879-0240","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.562","0.009",
"ACTA PHARMACOLOGICA SINICA","ACTA PHARMACOL SIN","1671-4083","1745-7254","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.562","0.01",
"CURRENT TREATMENT OPTIONS IN ONCOLOGY","CURR TREAT OPTION ON","1527-2729","1534-6277","ONCOLOGY - SCIE","3.562","0.003",
"PLANT MOLECULAR BIOLOGY","PLANT MOL BIOL","0167-4412","1573-5028","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.543","0.011",
"PROTEOMICS","PROTEOMICS","1615-9853","1615-9861","BIOCHEMICAL RESEARCH METHODS - SCIE","3.532","0.023",
"PROTEOMICS","PROTEOMICS","1615-9853","1615-9861","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.532","0.023",
"BULLETIN OF THE CHEMICAL SOCIETY OF JAPAN","B CHEM SOC JPN","0009-2673","1348-0634","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.526","0.006",
"CHINESE JOURNAL OF CATALYSIS","CHINESE J CATAL","0253-9837","1872-2067","CHEMISTRY, APPLIED - SCIE","3.525","0.007",
"CHINESE JOURNAL OF CATALYSIS","CHINESE J CATAL","0253-9837","1872-2067","CHEMISTRY, PHYSICAL - SCIE","3.525","0.007",
"CANCER JOURNAL","CANCER J","1528-9117","1540-336X","ONCOLOGY - SCIE","3.519","0.005",
"Clinical Proteomics","CLIN PROTEOM","1542-6416","1559-0275","BIOCHEMICAL RESEARCH METHODS - SCIE","3.516","0.002",
"CYTOKINE","CYTOKINE","1043-4666","1096-0023","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.514","0.016",
"Current Topics in Membranes","CURR TOP MEMBR","1063-5823","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.514","0.002",
"JOURNAL OF PHYSICAL AND CHEMICAL REFERENCE DATA","J PHYS CHEM REF DATA","0047-2689","1529-7845","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.51","0.002",
"JOURNAL OF PHYSICAL AND CHEMICAL REFERENCE DATA","J PHYS CHEM REF DATA","0047-2689","1529-7845","CHEMISTRY, PHYSICAL - SCIE","3.51","0.002",
"Biotechnology Journal","BIOTECHNOL J","1860-6768","1860-7314","BIOCHEMICAL RESEARCH METHODS - SCIE","3.507","0.009",
"INVESTIGATIONAL NEW DRUGS","INVEST NEW DRUG","0167-6997","1573-0646","ONCOLOGY - SCIE","3.502","0.009",
"ACS Combinatorial Science","ACS COMB SCI","2156-8952","2156-8944","CHEMISTRY, APPLIED - SCIE","3.5","0.004",
"ACS Combinatorial Science","ACS COMB SCI","2156-8952","2156-8944","CHEMISTRY, MEDICINAL - SCIE","3.5","0.004",
"ACS Combinatorial Science","ACS COMB SCI","2156-8952","2156-8944","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.5","0.004",
"Journal of Bone Oncology","J BONE ONCOL","2212-1366","2212-1374","ONCOLOGY - SCIE","3.5","0.001",
"Journal of Breath Research","J BREATH RES","1752-7155","1752-7163","BIOCHEMICAL RESEARCH METHODS - SCIE","3.489","0.003",
"Expert Review of Proteomics","EXPERT REV PROTEOMIC","1478-9450","1744-8387","BIOCHEMICAL RESEARCH METHODS - SCIE","3.489","0.003",
"Biomedical Optics Express","BIOMED OPT EXPRESS","2156-7085","2156-7085","BIOCHEMICAL RESEARCH METHODS - SCIE","3.482","0.023",
"Biomedical Optics Express","BIOMED OPT EXPRESS","2156-7085","2156-7085","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.482","0.023",
"ACTA ONCOLOGICA","ACTA ONCOL","0284-186X","1651-226X","ONCOLOGY - SCIE","3.473","0.013",
"CURRENT MEDICINAL CHEMISTRY","CURR MED CHEM","0929-8673","1875-533X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.469","0.018",
"CURRENT MEDICINAL CHEMISTRY","CURR MED CHEM","0929-8673","1875-533X","CHEMISTRY, MEDICINAL - SCIE","3.469","0.018",
"JOURNAL OF ANALYTICAL AND APPLIED PYROLYSIS","J ANAL APPL PYROL","0165-2370","1873-250X","CHEMISTRY, ANALYTICAL - SCIE","3.468","0.013",
"Catalysts","CATALYSTS","2073-4344","2073-4344","CHEMISTRY, PHYSICAL - SCIE","3.465","0.004",
"CATALYSIS COMMUNICATIONS","CATAL COMMUN","1566-7367","1873-3905","CHEMISTRY, PHYSICAL - SCIE","3.463","0.015",
"PSYCHO-ONCOLOGY","PSYCHO-ONCOLOGY","1057-9249","1099-1611","ONCOLOGY - SCIE","3.455","0.02",
"CLINICAL & EXPERIMENTAL METASTASIS","CLIN EXP METASTAS","0262-0898","1573-7276","ONCOLOGY - SCIE","3.455","0.004",
"Advances in Microbial Physiology","ADV MICROB PHYSIOL","0065-2911","2162-5468","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.455","0.001",
"PESTICIDE BIOCHEMISTRY AND PHYSIOLOGY","PESTIC BIOCHEM PHYS","0048-3575","1095-9939","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.44","0.006",
"INTERNATIONAL JOURNAL OF HYPERTHERMIA","INT J HYPERTHER","0265-6736","1464-5157","ONCOLOGY - SCIE","3.44","0.004",
"INTERNATIONAL JOURNAL OF HYPERTHERMIA","INT J HYPERTHER","0265-6736","1464-5157","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.44","0.004",
"BIOCHIMICA ET BIOPHYSICA ACTA-BIOMEMBRANES","BBA-BIOMEMBRANES","0005-2736","1879-2642","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.438","0.024",
"JOURNAL OF STRUCTURAL BIOLOGY","J STRUCT BIOL","1047-8477","1095-8657","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.433","0.03",
"CHEMICAL RESEARCH IN TOXICOLOGY","CHEM RES TOXICOL","0893-228X","1520-5010","CHEMISTRY, MEDICINAL - SCIE","3.432","0.013",
"CHEMICAL RESEARCH IN TOXICOLOGY","CHEM RES TOXICOL","0893-228X","1520-5010","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.432","0.013",
"Advances in Carbohydrate Chemistry and Biochemistry","ADV CARBOHYD CHEM BI","0065-2318","2162-5530","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.429","0",
"FARADAY DISCUSSIONS","FARADAY DISCUSS","1359-6640","1364-5498","CHEMISTRY, PHYSICAL - SCIE","3.427","0.019",
"PROGRESS IN BIOPHYSICS & MOLECULAR BIOLOGY","PROG BIOPHYS MOL BIO","0079-6107","1873-1732","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.427","0.005",
"AMERICAN JOURNAL OF CLINICAL ONCOLOGY-CANCER CLINICAL TRIALS","AM J CLIN ONCOL-CANC","0277-3732","1537-453X","ONCOLOGY - SCIE","3.424","0.005",
"JOURNAL OF APPLIED CRYSTALLOGRAPHY","J APPL CRYSTALLOGR","1600-5767","1600-5767","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.422","0.02",
"INTERMETALLICS","INTERMETALLICS","0966-9795","1879-0216","CHEMISTRY, PHYSICAL - SCIE","3.42","0.011",
"JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY","J AGR FOOD CHEM","0021-8561","1520-5118","CHEMISTRY, APPLIED - SCIE","3.412","0.074",
"Cell and Bioscience","CELL BIOSCI","2045-3701","2045-3701","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.405","0.004",
"ONCOLOGY-NEW YORK","ONCOLOGY-NY","0890-9091","2767-7389","ONCOLOGY - SCIE","3.398","0.004",
"UROLOGIC ONCOLOGY-SEMINARS AND ORIGINAL INVESTIGATIONS","UROL ONCOL-SEMIN ORI","1078-1439","1873-2496","ONCOLOGY - SCIE","3.397","0.013",
"BIOCHEMICAL SOCIETY TRANSACTIONS","BIOCHEM SOC T","0300-5127","1470-8752","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.394","0.02",
"Journal of the American College of Radiology","J AM COLL RADIOL","1546-1440","1558-349X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.393","0.007",
"MACROMOLECULAR BIOSCIENCE","MACROMOL BIOSCI","1616-5187","1616-5195","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.392","0.008",
"CURRENT TOPICS IN MEDICINAL CHEMISTRY","CURR TOP MED CHEM","1568-0266","1873-4294","CHEMISTRY, MEDICINAL - SCIE","3.374","0.01",
"CANCER BIOLOGY & THERAPY","CANCER BIOL THER","1538-4047","1555-8576","ONCOLOGY - SCIE","3.373","0.008",
"Green Chemistry Letters and Reviews","GREEN CHEM LETT REV","1751-8253","1751-7192","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.364","0.001",
"GENES CHROMOSOMES & CANCER","GENE CHROMOSOME CANC","1045-2257","1098-2264","ONCOLOGY - SCIE","3.362","0.007",
"Journal of Geriatric Oncology","J GERIATR ONCOL","1879-4068","1879-4076","ONCOLOGY - SCIE","3.359","0.003",
"PHYTOTHERAPY RESEARCH","PHYTOTHER RES","0951-418X","1099-1573","CHEMISTRY, MEDICINAL - SCIE","3.349","0.01",
"Biology Letters","BIOL LETTERS","1744-9561","1744-957X","BIOLOGY - SCIE","3.345","0.022",
"Journal of Gynecologic Oncology","J GYNECOL ONCOL","2005-0380","2005-0399","ONCOLOGY - SCIE","3.34","0.002",
"MOLECULAR MEDICINE","MOL MED","1076-1551","1528-3658","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.34","0.007",
"Essays in Biochemistry","ESSAYS BIOCHEM","0071-1365","1744-1358","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.338","0.002",
"MARINE CHEMISTRY","MAR CHEM","0304-4203","1872-7581","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.337","0.008",
"PHARMACEUTICAL RESEARCH","PHARM RES-DORDR","0724-8741","1573-904X","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.335","0.014",
"INTERNATIONAL JOURNAL OF ONCOLOGY","INT J ONCOL","1019-6439","1791-2423","ONCOLOGY - SCIE","3.333","0.022",
"EXPERIMENTAL CELL RESEARCH","EXP CELL RES","0014-4827","1090-2422","ONCOLOGY - SCIE","3.309","0.02",
"ANALYTICAL AND BIOANALYTICAL CHEMISTRY","ANAL BIOANAL CHEM","1618-2642","1618-2650","BIOCHEMICAL RESEARCH METHODS - SCIE","3.307","0.042",
"ANALYTICAL AND BIOANALYTICAL CHEMISTRY","ANAL BIOANAL CHEM","1618-2642","1618-2650","CHEMISTRY, ANALYTICAL - SCIE","3.307","0.042",
"CRYSTENGCOMM","CRYSTENGCOMM","1466-8033","1466-8033","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.304","0.049",
"CHEMICO-BIOLOGICAL INTERACTIONS","CHEM-BIOL INTERACT","0009-2797","1872-7786","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.296","0.011",
"Food & Function","FOOD FUNCT","2042-6496","2042-650X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.289","0.016",
"BMC CANCER","BMC CANCER","1471-2407","1471-2407","ONCOLOGY - SCIE","3.288","0.053",
"Open Biology","OPEN BIOL","2046-2441","2046-2441","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.286","0.009",
"JOURNAL OF CANCER RESEARCH AND CLINICAL ONCOLOGY","J CANCER RES CLIN","0171-5216","1432-1335","ONCOLOGY - SCIE","3.282","0.011",
"CYTOMETRY PART A","CYTOM PART A","1552-4922","1552-4930","BIOCHEMICAL RESEARCH METHODS - SCIE","3.26","0.008",
"RADIOGRAPHICS","RADIOGRAPHICS","0271-5333","N/A","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.249","0.009",
"Journal of Cancer","J CANCER","1837-9664","1837-9664","ONCOLOGY - SCIE","3.249","0.007",
"INTERNATIONAL JOURNAL OF BIOCHEMISTRY & CELL BIOLOGY","INT J BIOCHEM CELL B","1357-2725","1878-5875","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.247","0.02",
"IUBMB LIFE","IUBMB LIFE","1521-6543","1521-6551","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.236","0.007",
"JOURNAL OF ELECTROANALYTICAL CHEMISTRY","J ELECTROANAL CHEM","1572-6657","1873-2569","CHEMISTRY, ANALYTICAL - SCIE","3.235","0.015",
"Reviews of Physiology Biochemistry and Pharmacology","REV PHYSIOL BIOCH P","0303-4240","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.235","0.001",
"CRITICAL REVIEWS IN ANALYTICAL CHEMISTRY","CRIT REV ANAL CHEM","1040-8347","1547-6510","CHEMISTRY, ANALYTICAL - SCIE","3.231","0.001",
"Cancer Research and Treatment","CANCER RES TREAT","1598-2998","2005-9256","ONCOLOGY - SCIE","3.23","0.004",
"JOURNAL OF COMPUTATIONAL CHEMISTRY","J COMPUT CHEM","0192-8651","1096-987X","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.221","0.022",
"ChemPlusChem","CHEMPLUSCHEM","2192-6506","2192-6506","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.205","0.007",
"GENE THERAPY","GENE THER","0969-7128","1476-5462","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.203","0.008",
"Cancer Medicine","CANCER MED-US","2045-7634","2045-7634","ONCOLOGY - SCIE","3.202","0.011",
"NEW JOURNAL OF CHEMISTRY","NEW J CHEM","1144-0546","1369-9261","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.201","0.031",
"HEMATOLOGICAL ONCOLOGY","HEMATOL ONCOL","0278-0232","1099-1069","ONCOLOGY - SCIE","3.193","0.002",
"MOLECULAR IMMUNOLOGY","MOL IMMUNOL","0161-5890","1872-9142","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.188","0.014",
"BIOCHIMIE","BIOCHIMIE","0300-9084","1638-6183","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.188","0.017",
"PHYTOCHEMISTRY","PHYTOCHEMISTRY","0031-9422","1873-3700","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.186","0.013",
"JOURNAL OF EXPERIMENTAL BIOLOGY","J EXP BIOL","0022-0949","1477-9145","BIOLOGY - SCIE","3.179","0.035",
"Surgical Oncology Clinics of North America","SURG ONCOL CLIN N AM","1055-3207","1558-5042","ONCOLOGY - SCIE","3.178","0.002",
"ChemNanoMat","CHEMNANOMAT","2199-692X","2199-692X","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.173","0.002",
"Interface Focus","INTERFACE FOCUS","2042-8898","2042-8901","BIOLOGY - SCIE","3.165","0.005",
"JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY B-BIOLOGY","J PHOTOCH PHOTOBIO B","1011-1344","1873-2682","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.165","0.011",
"Expert Opinion on Drug Metabolism & Toxicology","EXPERT OPIN DRUG MET","1742-5255","1744-7607","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.151","0.006",
"JOURNAL OF PHYSICAL CHEMISTRY B","J PHYS CHEM B","1520-6106","1520-5207","CHEMISTRY, PHYSICAL - SCIE","3.146","0.095",
"ONCOLOGY RESEARCH","ONCOL RES","0965-0407","1555-3906","ONCOLOGY - SCIE","3.143","0.002",
"World Journal of Gastrointestinal Oncology","WORLD J GASTRO ONCOL","1948-5204","1948-5204","ONCOLOGY - SCIE","3.14","0.003",
"SAUDI JOURNAL OF BIOLOGICAL SCIENCES","SAUDI J BIOL SCI","1319-562X","2213-7106","BIOLOGY - SCIE","3.138","0.003",
"MELANOMA RESEARCH","MELANOMA RES","0960-8931","1473-5636","ONCOLOGY - SCIE","3.135","0.005",
"AMERICAN JOURNAL OF ROENTGENOLOGY","AM J ROENTGENOL","0361-803X","1546-3141","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.125","0.031",
"Environmental Chemistry Letters","ENVIRON CHEM LETT","1610-3653","1610-3661","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.125","0.002",
"JOURNAL OF SUPERCRITICAL FLUIDS","J SUPERCRIT FLUID","0896-8446","1872-8162","CHEMISTRY, PHYSICAL - SCIE","3.122","0.01",
"Current Oncology Reports","CURR ONCOL REP","1523-3790","1534-6269","ONCOLOGY - SCIE","3.122","0.004",
"ARCHIVES OF BIOCHEMISTRY AND BIOPHYSICS","ARCH BIOCHEM BIOPHYS","0003-9861","1096-0384","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.118","0.016",
"JOURNAL OF ETHNOPHARMACOLOGY","J ETHNOPHARMACOL","0378-8741","1872-7573","CHEMISTRY, MEDICINAL - SCIE","3.115","0.029",
"MOLECULAR REPRODUCTION AND DEVELOPMENT","MOL REPROD DEV","1040-452X","1098-2795","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.113","0.005",
"JOURNAL OF BIOMOLECULAR STRUCTURE & DYNAMICS","J BIOMOL STRUCT DYN","0739-1102","1538-0254","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.107","0.005",
"Acta Crystallographica Section D-Structural Biology","ACTA CRYSTALLOGR D","2059-7983","2059-7983","BIOCHEMICAL RESEARCH METHODS - SCIE","3.099","0.028",
"Acta Crystallographica Section D-Structural Biology","ACTA CRYSTALLOGR D","2059-7983","2059-7983","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.099","0.028",
"HEMATOLOGY-ONCOLOGY CLINICS OF NORTH AMERICA","HEMATOL ONCOL CLIN N","0889-8588","1558-1977","ONCOLOGY - SCIE","3.098","0.005",
"MOLECULES","MOLECULES","1420-3049","1420-3049","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.098","0.056",
"MOLECULES","MOLECULES","1420-3049","1420-3049","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.098","0.056",
"Journal of Cardiovascular Computed Tomography","J CARDIOVASC COMPUT","1934-5925","1934-5925","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.095","0.004",
"Journal of Integrative Plant Biology","J INTEGR PLANT BIOL","1672-9072","1744-7909","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.092","0.006",
"Science China-Life Sciences","SCI CHINA LIFE SCI","1674-7305","1869-1889","BIOLOGY - SCIE","3.085","0.005",
"BMB Reports","BMB REP","1976-6696","1976-670X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.085","0.004",
"CATALYSIS SURVEYS FROM ASIA","CATAL SURV ASIA","1571-1013","1574-9266","CHEMISTRY, PHYSICAL - SCIE","3.081","0.001",
"MOLECULES AND CELLS","MOL CELLS","1016-8478","0219-1032","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.077","0.007",
"JOURNAL OF PHARMACEUTICAL SCIENCES","J PHARM SCI-US","0022-3549","1520-6017","CHEMISTRY, MEDICINAL - SCIE","3.075","0.018",
"JOURNAL OF PHARMACEUTICAL SCIENCES","J PHARM SCI-US","0022-3549","1520-6017","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.075","0.018",
"Progress in Molecular Biology and Translational Science","PROG MOL BIOL TRANSL","1877-1173","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.074","0.008",
"KOREAN JOURNAL OF RADIOLOGY","KOREAN J RADIOL","1229-6929","2005-8330","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.072","0.005",
"Translational Oncology","TRANSL ONCOL","1936-5233","1936-5233","ONCOLOGY - SCIE","3.071","0.005",
"JOURNAL OF INORGANIC BIOCHEMISTRY","J INORG BIOCHEM","0162-0134","1873-3344","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.063","0.01",
"JOURNAL OF INORGANIC BIOCHEMISTRY","J INORG BIOCHEM","0162-0134","1873-3344","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","3.063","0.01",
"American Journal of Translational Research","AM J TRANSL RES","1943-8141","1943-8141","ONCOLOGY - SCIE","3.061","0.008",
"JOURNAL OF NEURO-ONCOLOGY","J NEURO-ONCOL","0167-594X","1573-7373","ONCOLOGY - SCIE","3.06","0.017",
"CLINICAL ONCOLOGY","CLIN ONCOL-UK","0936-6555","1433-2981","ONCOLOGY - SCIE","3.06","0.006",
"FREE RADICAL RESEARCH","FREE RADICAL RES","1071-5762","1029-2470","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.038","0.007",
"BIOFACTORS","BIOFACTORS","0951-6433","1872-8081","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.038","0.004",
"NMR IN BIOMEDICINE","NMR BIOMED","0952-3480","1099-1492","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.031","0.014",
"BIOLOGICAL CHEMISTRY","BIOL CHEM","1431-6730","1437-4315","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.022","0.009",
"CANCER IMAGING","CANCER IMAGING","1470-7330","1470-7330","ONCOLOGY - SCIE","3.016","0.002",
"CANCER IMAGING","CANCER IMAGING","1470-7330","1470-7330","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.016","0.002",
"ChemMedChem","CHEMMEDCHEM","1860-7179","1860-7187","CHEMISTRY, MEDICINAL - SCIE","3.009","0.012",
